District,Recovered,Deceased,Active
लखनऊ,256323,2657,17362
गौतम बिु नगर,82888,470,6898
गाज़ियाबाद,73411,465,5039
मरेठ,80216,915,4703
कानपरु नगर,84321,1910,3671
िाराणसी,89619,973,3542
प्रयागराज,80684,1094,2730
आगरा,30891,459,2535
मजुफ्फरनगर,34284,271,2387
झासी,37641,663,2321
बरेली,46020,377,2017
गोरखपरु,61487,852,1990
सहारनपरु,35279,421,1782
बलुदंशहर,22674,246,1768
मरुादाबाद,43140,353,1720
मथरुा,23133,405,1438
लखीमपरु-खीरी,24944,297,1399
बाराबकंी,20737,225,1364
हरदोई,14163,353,1316
शामली,14327,47,1159
बबजनौर,15824,126,1102
शाहजहांपरु,20883,445,1047
अलीगढ,23355,111,1041
बदाय,15592,101,878
अमरोहा,17369,204,870
सलु्तानपरु,15257,140,836
हापड़ु,13525,218,833
रामपरु,13312,151,831
गोंडा,12538,272,753
गाजीपरु,22086,285,733
एटा,10436,100,723
राय बरेली,17694,344,718
इटावा,14120,295,710
सीतापरु,12845,186,707
देवररया,20415,225,632
सोनभद्र,17137,253,614
बहराइच,11760,178,602
फरु्रखाबाद,10528,195,600
जालौन,11622,204,569
अयोध्या,17599,290,538
अमठेी,10223,143,530
जौनपरु,22791,238,527
चदंौली,16483,363,526
