District,Recovered,Deceased,Active
लखनऊ,294781,2694,211
गौतम बिु नगर,102130,490,190
गाज़ियाबाद,86160,473,87
िाराणसी,97759,988,52
कानपरु नगर,91657,1923,37
हरदोई,17336,375,23
प्रयागराज,87520,1120,22
जौनपरु,24418,244,21
महाराजगजं,14789,146,20
शाहजहांपरु,24424,446,19
फतहेपरु,8357,141,17
अलीगढ,25518,113,16
अमरोहा,19298,208,16
कन्नौज,10864,126,14
बलुदंशहर,26420,254,13
इटावा,15787,297,12
जालौन,13900,209,12
झासी,44026,675,12
लखीमपरु-खीरी,30050,300,12
लललतपरु,14898,134,12
मथरुा,25651,406,11
राय बरेली,21401,348,11
फरु्रखाबाद,11883,197,10
गोरखपरु,66000,866,10
मरेठ,88218,932,10
आगरा,35995,465,9
बाराबकंी,23734,227,9
चदंौली,17573,380,9
बरेली,50118,377,8
देवररया,22415,230,8
सोनभद्र,18682,257,8
उन्नाव,16947,257,8
गाजीपरु,23883,295,6
मनैपरुी,11520,189,6
सलु्तानपरु,16895,144,6
बादा,12150,169,4
चचत्रकूट,7802,79,4
क्रिरोजाबाद,10612,136,4
अम्बडेकर नगर,5973,167,3
अयोध्या,18697,293,3
बस्ती,12813,337,3
भदोही,8489,166,3
गोंडा,14173,285,3
