Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-10,HP,Bilaspur,14086,85,13937,39738.0,321678,200158,521836,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Chamba,13639,160,13465,53505.0,360465,156593,517058,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Hamirpur,16696,281,16021,46407.0,375652,222349,598001,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Kangra,49375,1098,47890,94910.0,1177261,638275,1815536,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Kinnaur,3493,38,3446,6730.0,79387,58162,137549,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Kullu,9636,158,9441,12012.0,348237,173034,521271,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Lahaul and Spiti,2952,18,2931,540.0,31813,19835,51648,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Mandi,31177,438,30530,41895.0,771974,416402,1188376,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Shimla,27323,636,26591,32922.0,672889,343991,1016880,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Sirmaur,15455,211,15242,42564.0,419981,159584,579565,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Solan,22745,314,22403,57200.0,687456,292388,979844,220479,3688,215429,3533078.0,5679341,2922020,8601361
2021-10-10,HP,Una,13902,251,13532,52905.0,432548,241249,673797,220479,3688,215429,3533078.0,5679341,2922020,8601361
