"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19886","19616","3","267"
"2","Chengalpattu","236933","233639","636","2658"
"3","Chennai","754889","744318","1503","9068"
"4","Coimbatore","330320","327511","192","2617"
"5","Cuddalore","74284","73380","9","895"
"6","Dharmapuri","36198","35914","1","283"
"7","Dindigul","37482","36816","1","665"
"8","Erode","132712","131955","23","734"
"9","Kallakurichi","36525","36307","3","215"
"10","Kancheepuram","94660","93245","113","1302"
"11","Kanyakumari","86359","85176","98","1085"
"12","Karur","29761","29386","3","372"
"13","Krishnagiri","59660","59281","9","370"
"14","Madurai","91095","89832","27","1236"
"15","Mayiladuthurai","26503","26169","4","330"
"16","Nagapattinam","25448","25069","4","375"
"17","Namakkal","68020","67479","7","534"
"18","Nilgiris","42182","41923","33","226"
"19","Perambalur","14468","14214","5","249"
"20","Pudukottai","34477","34050","1","426"
"21","Ramanathapuram","24683","24315","0","368"
"22","Ranipet","53971","53157","27","787"
"23","Salem","127444","125652","30","1762"
"24","Sivagangai","23862","23623","20","219"
"25","Tenkasi","32753","32257","6","490"
"26","Thanjavur","92182","91132","10","1040"
"27","Theni","50607","50071","3","533"
"28","Thirupathur","35739","35105","1","633"
"29","Thiruvallur","147759","145681","139","1939"
"30","Thiruvannamalai","66826","66132","9","685"
"31","Thiruvarur","48026","47550","4","472"
"32","Thoothukudi","64996","64530","18","448"
"33","Tirunelveli","62823","62343","35","445"
"34","Tiruppur","129956","128895","9","1052"
"35","Trichy","95031","93829","41","1161"
"36","Vellore","57348","56170","15","1163"
"37","Villupuram","54592","54225","1","366"
"38","Virudhunagar","56850","56291","5","554"
"39","Airport Surveillance 
(International)","1314","1295","18","1"
"40","Airport Surveillance 
(Domestic)","1130","1122","7","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,60,182","34,19,083","3,073","38,026"
