Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,Column 19
2022-07-06,JK,Srinagar,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,103031,908,101949,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Baramulla,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,37685,304,37370,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Budgam,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,34864,237,34624,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Pulwama,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,18433,201,18230,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Kupwara,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,21790,174,21602,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Anantnag,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,22439,219,22219,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Bandipora,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,13689,119,13570,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Ganderbal,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,13630,84,13546,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Kulgam,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,16333,119,16211,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Shopiyan,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,6311,60,6247,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Jammu,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,77123,1227,75553,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Udhampur,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,14809,147,14646,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Rajouri,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,12824,249,12569,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Doda,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,11536,144,11391,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Kathua,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,11470,167,11264,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Samba,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,9127,125,8989,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Kishtwar,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,5897,46,5849,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Punch,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,7749,110,7634,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Ramban,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,8144,69,8071,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
2022-07-06,JK,Reasi,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,8704,48,8656,,2022-07-06 19:55:54.488220,2022-07-06 17:00:00+05:30,https://twitter.com/diprjk,,455588,4757,450190,25830353,
