"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","20","19","66194","0","4548","70736","1"
"Bageshwar","34","40","36256","0","2095","38347","4"
"Chamoli","44","27","50011","1","3224","53233","16"
"Champawat","50","51","62731","0","1915","64643","6"
"Dehradun","459","299","381090","25","33698","414653","135"
"Haridwar","294","312","311772","3","13235","324977","65"
"Nainital","166","127","92447","7","11434","103811","32"
"Pauri Garhwal","139","131","97618","0","5296","102907","8"
"Pithoragarh","38","41","42911","0","2564","45463","4"
"Rudraprayag","20","13","28096","0","2716","30812","7"
"Tehri Garhwal","74","53","39330","1","2396","41719","12"
"US Nagar","394","139","141420","1","8845","150241","44"
"Uttarkashi","92","4","42956","2","1693","44647","12"
"Total","1824","1256","1392832","40","93659","1486189","346"
