"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4828","4368","31","4","425"
"Bageshwar","2154","2051","1","0","102"
"Chamoli","3331","3188","16","3","124"
"Champawat","1979","1948","4","2","25"
"Dehradun","38304","37277","384","203","440"
"Haridwar","13965","13633","60","29","243"
"Nainital","12909","12549","274","31","55"
"Pauri Garhwal","5558","4492","20","20","1026"
"Pithoragarh","2687","2498","33","4","152"
"Rudraprayag","2988","2828","21","2","137"
"Tehri Garhwal","2593","2132","6","7","448"
"U.S. Nagar","9249","8885","25","6","333"
"Uttarkashi","1880","1677","11","6","186"
"Total","102425","97526","886","317","3696"
