,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Andaman and Nicobar Islands,0,0,0,0,90,3228,0,8.0,0.0,3.0,-595397.0,549.0,10813.0,397000,0,0,0,7659,129,7520,0,294452,209534,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
1,1,1,1,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Andhra Pradesh,150,3,217,0,91736,218662,0,1990.0,24.0,3043.0,-29443885.0,617868.0,1302362.0,52221000,0,0,0,2067706,14391,2049555,0,33431379,21374293,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
2,2,2,2,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Arunachal Pradesh,2,0,9,0,332,2156,0,33.0,0.0,80.0,-1184494.0,3658.0,20679.0,1504000,0,0,0,55176,280,54835,0,775088,552634,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
3,3,3,3,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Assam,239,5,210,0,15507,109597,0,1745.0,32.0,2050.0,-24657174.0,180602.0,711946.0,34293000,0,0,0,611895,6024,602417,0,20287028,8614221,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
4,4,4,4,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Bihar,5,0,4,0,56438,80992,0,40.0,0.0,40.0,-50079917.0,672235.0,980363.0,119520000,0,0,0,726125,9661,716419,0,50309167,18993052,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
5,5,5,5,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Chandigarh,2,0,1,0,472,3101,0,19.0,0.0,16.0,-789973.0,2448.0,15374.0,1179000,0,0,0,65359,820,64506,0,927689,557239,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
6,6,6,6,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Chhattisgarh,3,1,23,0,8589,39073,0,147.0,9.0,180.0,-13676638.0,153118.0,297161.0,28724000,0,0,0,1006132,13584,992290,0,14930335,7522945,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
7,7,7,7,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Dadra and Nagar Haveli and Daman and Diu,0,0,1,0,313,1765,0,1.0,0.0,36.0,-72410.0,1741.0,8489.0,959000,0,0,0,10682,4,10678,0,662389,377951,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
8,8,8,8,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Delhi,32,0,7,0,17208,39791,0,247.0,0.0,253.0,-29311912.0,114730.0,200492.0,19814000,0,0,0,1440035,25091,1414616,0,13128308,7564532,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
9,9,9,9,2021-11-05,TT,10929,392,12509,948137,802994,2194254,,84918.0,2491.0,103953.0,6903132.0,10502946.0,17370379.0,Goa,15,0,36,0,667,5591,0,197.0,3.0,289.0,-1463383.0,7151.0,42991.0,1540000,0,0,0,178260,3366,174578,0,1266053,935233,2021-11-16 17:04:25.882976,1332900000,2021-11-05 00:00:00,https://www.icmr.gov.in/,0,34344683,460265,33737468,613965751,741012212,341502896,0,0,0,0,0
