,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Ahmedabad,2,0,8,3944,89,213,0,24.0,0.0,23.0,26421.0,16755.0,107916.0,7208200,2021-11-06 16:38:16.989124,,,238354,3411,234910,5324588,5971165,3507875,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
1,1,1,1,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Amreli,0,0,0,7,0,3,0,0.0,0.0,0.0,3170.0,3456.0,28020.0,1513614,2021-11-06 16:38:16.989124,,,10810,102,10708,596222,929639,570578,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
2,2,2,2,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Anand,0,0,0,54,32,1399,0,0.0,0.0,4.0,5651.0,31629.0,40480.0,2090276,2021-11-06 16:38:16.989124,,,9637,49,9585,544278,1490572,962738,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
3,3,3,3,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Aravalli,0,0,0,587,0,0,0,0.0,0.0,0.0,2126.0,375.0,13935.0,1051746,2021-11-06 16:38:16.989124,,,5186,78,5108,363505,718225,531386,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
4,4,4,4,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Banaskantha,0,0,0,2213,1,53,0,0.0,0.0,0.0,10127.0,7418.0,82104.0,3116045,2021-11-06 16:38:16.989124,,,13631,162,13469,851850,2145876,1217125,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
5,5,5,5,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Bharuch,0,0,0,576,0,0,0,0.0,0.0,0.0,4142.0,10487.0,29320.0,1550822,2021-11-06 16:38:16.989124,,,11426,118,11308,516392,1223479,688488,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
6,6,6,6,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Bhavnagar,0,0,0,892,68,143,0,1.0,0.0,2.0,6533.0,10127.0,57146.0,2877961,2021-11-06 16:38:16.989124,,,21447,301,21145,1197101,1685010,1010818,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
7,7,7,7,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Botad,0,0,0,0,0,9,0,0.0,0.0,0.0,892.0,558.0,9419.0,656005,2021-11-06 16:38:16.989124,,,2218,42,2176,254684,378627,235313,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
8,8,8,8,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Chhota Udaipur,0,0,0,701,2,160,0,0.0,0.0,0.0,3288.0,175.0,20350.0,1071831,2021-11-06 16:38:16.989124,,,3395,38,3357,269610,635823,434934,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
9,9,9,9,2021-11-05,GJ,20,0,17,29120,346,3069,0,143.0,1.0,127.0,218620.0,175297.0,1105366.0,Dahod,0,0,0,1546,0,82,0,0.0,0.0,0.0,10108.0,315.0,67109.0,2126558,2021-11-06 16:38:16.989124,,,9955,38,9917,711650,1499295,682262,2021-11-06 16:38:16.988468,67936000,2021-11-06 16:38:16.989458,,,826538,10087,816228,31112401,44848917,26696160,0,0,0,0,0
