,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Airport Quarantine,,,,,0,0,0,,,,,,,0,,,,,,,,0,0,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
1,1,1,1,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Baksa,,,,,185,1904,0,,,,,,,953773,,,,,,,,555296,147912,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
2,2,2,2,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Barpeta,,,,,663,5818,0,,,,,,,1693190,,,,,,,,1099175,477328,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
3,3,3,3,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Biswanath,,,,,144,683,0,,,,,,,612491,,,,,,,,457702,224691,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
4,4,4,4,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Bongaigaon,,,,,121,2074,0,,,,,,,732639,,,,,,,,494921,204894,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
5,5,5,5,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Cachar,,,,,306,612,0,,,,,,,1736319,,,,,,,,1107984,411219,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
6,6,6,6,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Charaideo,,,,,21,300,0,,,,,,,0,,,,,,,,309665,116377,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
7,7,7,7,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Chirang,,,,,4,67,0,,,,,,,481818,,,,,,,,289547,107189,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
8,8,8,8,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Darrang,,,,,1282,3149,0,,,,,,,908090,,,,,,,,605136,198781,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
9,9,9,9,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Dhemaji,,,,,159,1111,0,,,,,,,688077,,,,,,,,433541,192813,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
10,10,10,10,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Dhubri,,,,,493,2751,0,,,,,,,1948632,,,,,,,,949370,244926,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
11,11,11,11,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Dibrugarh,,,,,257,2465,0,,,,,5227.0,31689.0,1327748,,,,,,,,917695,452038,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
12,12,12,12,2021-11-05,AS,239,5,210,0,10623,61808,0,1745.0,32.0,2050.0,,165095.0,602349.0,Dima Hasao,,,,,175,180,0,,,,,,,213529,,,,,,,,117552,64105,2021-11-07 07:58:59.365473,34293000,,,,611895,6024,602417,,20271521,8504624,0,0,0,0,0
