District,Recovered,Deceased,Active
लखनऊ,280814,2673,7603
गौतम बिु नगर,92932,486,2349
झाँसी,40800,669,2191
गाज़ियाबाद,81334,472,1532
िाराणसी,94572,982,1473
प्रयागराज,84743,1097,1422
लखीमपरु-खीरी,27447,298,1412
मरेठ,86366,926,1055
कानपरु नगर,89699,1920,990
शाहजहांपरु,22734,446,910
गोरखपरु,64382,860,851
राय बरेली,19566,345,807
बरेली,48891,377,743
बलुदंशहर,25178,249,718
मजुफ्फरनगर,37474,276,610
हरदोई,15989,359,579
आगरा,34497,463,564
बबजनौर,17523,134,560
सीतापुर,14501,186,552
बाराबंकी,22627,226,511
सिद्धार्थ,10657,102,501
जालौन,12760,205,500
उन्नाव,15993,256,448
आजमगढ़,18747,233,438
लसलतपरु,13692,130,435
एट,11557,100,425
पीलीभीत,11919,202,404
सहारनपरु,37776,424,400
बदाय,17047,101,392
अमरोह,18646,205,391
फर्रखाबाद,11394,195,370
महाराजगंज,13716,143,361
देवररय,21612,227,358
गोंड,13512,279,349
अलीगढ,24884,112,335
शामली,16163,48,334
फतहेपरु,7564,141,333
सोनभद्र,18010,255,333
गाजीपरु,23214,290,327
मरुादाबाद,45526,364,325
बादा,11484,163,322
बहराइच,12746,178,316
जौनपरु,23664,240,298
