"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","8","0","0","0","1878","1856","14"
"East Jaintia Hills","3","0","1","0","2438","2403","32"
"East Khasi Hills","193","19","15","0","41339","40154","992"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","17","2","0","0","9715","9608","90"
"South Garo Hills","1","0","0","0","1217","1204","12"
"South West Garo Hills","1","0","0","0","1873","1854","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","13","0","10","1","9057","8971","73"
"West Jaintia Hills","5","1","0","0","6810","6670","135"
"West Khasi Hills","14","0","2","1","5485","5398","73"
"Total","255","22","28","2","84046","82327","1464"
