"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","20","2","2","0","1898","1864","14"
"East Jaintia Hills","3","0","1","0","2440","2405","32"
"East Khasi Hills","213","14","17","0","41510","40303","994"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","14","1","1","0","9725","9621","90"
"South Garo Hills","0","0","0","0","1217","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","17","2","1","0","9073","8983","73"
"West Jaintia Hills","11","0","1","0","6819","6673","135"
"West Khasi Hills","19","5","0","0","5504","5411","74"
"Total","297","24","23","0","84293","82529","1467"
