"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","764","269","234648","2","12240","246888","1221"
"Bageshwar","338","631","208888","0","5767","214655","549"
"Chamoli","205","408","288309","0","12250","300559","325"
"Champawat","1518","960","249020","0","7616","256636","1899"
"Dehradun","2014","1778","1899080","12","112662","2011742","762"
"Haridwar","4368","4912","2149905","4","51575","2201480","1294"
"Nainital","1666","1458","557466","4","39341","596807","510"
"Pauri Garhwal","698","1178","397427","0","17734","415161","584"
"Pithoragarh","748","1353","222105","1","10278","232383","937"
"Rudraprayag","420","650","195638","0","8805","204443","944"
"Tehri Garhwal","379","626","300562","0","15840","316402","758"
"US Nagar","3235","2523","926080","2","37908","963988","832"
"Uttarkashi","377","723","338615","0","12562","351177","634"
"Total","16730","17469","7967743","25","344578","8312321","11249"
