"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","3","1","0","2030","16","4","0"
"East Jaintia Hills","1","1","0","2596","36","11","0"
"East Khasi Hills","7","20","1","46995","1069","61","26"
"Eastern West Khasi Hills","1","2","1","138","7","7","0"
"North Garo Hills","1","3","0","1856","9","15","0"
"Ri-Bhoi","3","3","0","10265","96","24","2"
"South Garo Hills","0","1","0","1332","12","0","0"
"South West Garo Hills","1","2","0","2082","20","11","1"
"South West Khasi Hills","3","0","0","2685","19","7","0"
"West Garo Hills","3","4","0","10679","79","23","1"
"West Jaintia Hills","1","6","0","7150","139","19","0"
"West Khasi Hills","0","1","0","5629","75","7","0"
"Total","24","44","2","93437","1577","189","30"
