"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20177","19879","31","267"
"2","Chengalpattu","250474","247277","539","2658"
"3","Chennai","785646","773676","2901","9069"
"4","Coimbatore","337438","334095","725","2618"
"5","Cuddalore","75373","74340","138","895"
"6","Dharmapuri","36628","36300","45","283"
"7","Dindigul","38545","37783","97","665"
"8","Erode","134925","133852","339","734"
"9","Kallakurichi","36883","36651","17","215"
"10","Kancheepuram","97555","96179","74","1302"
"11","Kanyakumari","88912","87643","184","1085"
"12","Karur","30096","29681","43","372"
"13","Krishnagiri","61154","60492","291","371"
"14","Madurai","92692","91369","87","1236"
"15","Mayiladuthurai","27100","26653","117","330"
"16","Nagapattinam","25835","25429","31","375"
"17","Namakkal","69232","68556","142","534"
"18","Nilgiris","42672","42415","31","226"
"19","Perambalur","14870","14579","42","249"
"20","Pudukottai","35100","34624","50","426"
"21","Ramanathapuram","24960","24582","10","368"
"22","Ranipet","55785","54903","95","787"
"23","Salem","130268","128159","347","1762"
"24","Sivagangai","24847","24542","86","219"
"25","Tenkasi","33757","33183","84","490"
"26","Thanjavur","93231","92088","103","1040"
"27","Theni","51723","51107","83","533"
"28","Thirupathur","35934","35280","21","633"
"29","Thiruvallur","152511","150487","84","1940"
"30","Thiruvannamalai","67969","67257","27","685"
"31","Thiruvarur","48815","48257","85","473"
"32","Thoothukudi","66938","66431","59","448"
"33","Tirunelveli","65468","64860","163","445"
"34","Tiruppur","131240","130036","152","1052"
"35","Trichy","97441","96144","136","1161"
"36","Vellore","57876","56669","44","1163"
"37","Villupuram","55930","55479","84","367"
"38","Virudhunagar","59058","58424","79","555"
"39","Airport Surveillance 
(International)","1387","1377","9","1"
"40","Airport Surveillance 
(Domestic)","1156","1150","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,58,029","35,12,316","7,680","38,033"
