"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","15","40649","31","40026","257","0","366","0"
"2","Ballari","46","115341","101","113130","461","1","1748","2"
"3","Belagavi","51","99904","181","98377","528","1","997","2"
"4","Bengaluru Rural","3","79239","13","78211","122","0","906","0"
"5","Bengaluru Urban","485","1775827","737","1752872","6134","12","16820","1"
"6","Bidar","2","29784","0","29328","34","0","418","4"
"7","Chamarajanagara","20","43556","15","42844","179","0","522","11"
"8","Chikkaballapura","6","55576","3","54868","248","0","459","1"
"9","Chikkamagaluru","5","57163","48","56596","161","0","406","0"
"10","Chitradurga","22","46100","104","45538","327","0","235","0"
"11","Dakshina 
Kannada","14","135286","53","133126","322","0","1828","10"
"12","Davanagere","3","57484","1","56773","89","0","622","0"
"13","Dharwada","17","83963","11","82393","201","2","1367","2"
"14","Gadag","2","30560","7","30199","26","0","335","0"
"15","Hassana","20","143740","33","142243","193","0","1302","2"
"16","Haveri","12","26813","13","26044","102","0","667","0"
"17","Kalaburagi","16","76487","13","75365","247","0","875","0"
"18","Kodagu","42","49100","28","48475","275","0","349","1"
"19","Kolara","4","62920","8","62167","90","0","663","0"
"20","Koppala","1","41250","3","40534","179","0","537","0"
"21","Mandya","10","101415","8","100551","161","0","703","0"
"22","Mysuru","48","229108","36","226017","536","0","2555","0"
"23","Raichuru","4","45418","2","44976","83","0","359","0"
"24","Ramanagara","4","29740","8","29331","63","0","346","0"
"25","Shivamogga","22","83115","112","81524","464","1","1126","1"
"26","Tumakuru","93","159622","98","157760","652","1","1210","0"
"27","Udupi","23","95463","58","94728","195","0","540","0"
"28","Uttara Kannada","3","71031","14","70102","121","0","808","0"
"29","Vijayapura","4","40956","37","40337","106","0","513","0"
"30","Yadagiri","4","29940","4","29652","78","0","210","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","1001","3936586","1780","3884120","12634","18","39795","37"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
Date: 20-02-2022 
 Page 5 of 10","","","","","","","","",""
