,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10019,9882,129,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,658444,328611,320909,8924,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,35,157,53,245,2,3,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2317953,2301210,14729,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,85748680,43054248,41275899,1418533,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,955,99721,6504,107180,141,450,2,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64439,64044,296,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,1635190,888499,723049,23642,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,175,585,58,818,12,47,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724135,715982,6638,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,43277875,23387362,19631846,258667,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,1166,6723,573,8462,12,20,0,,,1332900000,Assam,34293000
4,Bihar,830124,817589,12255,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,120099436,66389442,52933439,776555,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,15614,74337,1743,91694,33,75,0,,,1332900000,Bihar,119520000
5,Chandigarh,91753,90443,1165,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,2035399,1123849,887117,24433,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,34,151,20,205,13,23,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1150973,1135658,14028,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,36722826,19646094,16703722,373010,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,1857,14816,373,17046,79,189,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11439,11434,4,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,1360637,754946,597721,7970,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,35,71,4,110,0,1,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1860236,1832341,26126,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,31401443,17292253,13690771,418419,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,575,3237,635,4447,344,416,4,,,1332900000,Delhi,19814000
9,Goa,245040,240981,3822,2022-03-02,TT,42938599,514246,42338673,2022-03-02 15:20:53.532510,769167052,2022-03-01 00:00:00,784059,1777164008,965982272,792221962,18959774,2645274,1392000,1222749,30525,https://www.icmr.gov.in/,7554,223,14123,39722,866809,130790,1037321,105,429,39,573,21,54,1,,,1332900000,Goa,1540000
