"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","16","7","1","0","1887","1857","14"
"East Jaintia Hills","4","1","0","0","2439","2403","32"
"East Khasi Hills","190","20","25","0","41378","40196","992"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","15","3","5","0","9719","9614","90"
"South Garo Hills","1","0","0","0","1217","1204","12"
"South West Garo Hills","1","0","0","0","1873","1854","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","18","4","1","0","9065","8974","73"
"West Jaintia Hills","11","1","0","0","6817","6671","135"
"West Khasi Hills","10","1","2","0","5488","5404","74"
"Total","266","37","34","0","84117","82386","1465"
