Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,Column 19
2022-07-03,JK,Srinagar,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,102958,908,101912,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Baramulla,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,37682,304,37370,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Budgam,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,34862,237,34623,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Pulwama,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,18433,201,18230,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Kupwara,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,21789,174,21600,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Anantnag,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,22439,219,22216,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Bandipora,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,13689,119,13569,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Ganderbal,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,13630,84,13546,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Kulgam,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,16331,119,16209,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Shopiyan,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,6307,60,6247,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Jammu,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,76998,1227,75434,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Udhampur,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,14795,147,14640,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Rajouri,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,12821,249,12565,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Doda,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,11535,144,11391,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Kathua,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,11449,166,11257,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Samba,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,9122,125,8984,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Kishtwar,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,5897,46,5849,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Punch,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,7749,110,7631,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Ramban,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,8143,69,8070,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
2022-07-03,JK,Reasi,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,8704,48,8656,,2022-07-03 19:55:54.488220,2022-07-03 17:00:00+05:30,https://twitter.com/diprjk,,455333,4756,449999,25799780,
