Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Ajmer,7.0,0.0,0.0,,15.0,138.0,11.0,0,0,0,0,0,0,0,0,2584913,,,,49980.0,447.0,49441.0,,2158625,1997013,120284,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,4275922.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Alwar,0.0,0.0,12.0,,10.0,66.0,305.0,0,0,0,0,0,0,0,0,3671999,,,,84883.0,321.0,84525.0,,3151615,3010187,113427,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,6275229.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Banswara,2.0,0.0,0.0,,14.0,176.0,148.0,0,0,0,0,0,0,0,0,1798194,,,,14780.0,106.0,14667.0,,1417419,1249151,68901,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2735471.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Baran,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1223921,,,,15311.0,64.0,15247.0,,1021828,942468,33607,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,1997903.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Barmer,0.0,0.0,0.0,,0.0,110.0,0.0,0,0,0,0,0,0,0,0,2604453,,,,21464.0,205.0,21252.0,,1976265,1626297,50340,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3652902.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Bharatpur,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2549121,,,,31452.0,272.0,31179.0,,1936135,1536891,35091,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3508117.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Bhilwara,9.0,0.0,0.0,,1.0,15.0,2.0,0,0,0,0,0,0,0,0,2410459,,,,38251.0,162.0,38060.0,,1967546,1749564,67162,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3784272.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Bikaner,3.0,0.0,22.0,,5.0,6.0,0.0,0,0,0,0,0,0,0,0,2367745,,,,50280.0,589.0,49594.0,,1885742,1734203,104934,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3724879.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Bundi,0.0,0.0,0.0,,1.0,9.0,0.0,0,0,0,0,0,0,0,0,1113725,,,,9715.0,55.0,9660.0,,991536,988429,42857,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2022822.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Chittorgarh,3.0,0.0,0.0,,0.0,27.0,7.0,0,0,0,0,0,0,0,0,1544392,,,,29430.0,140.0,29276.0,,1299273,1240487,47601,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2587361.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Churu,0.0,0.0,0.0,,1.0,33.0,0.0,0,0,0,0,0,0,0,0,2041172,,,,20938.0,115.0,20799.0,,1661280,1464985,51884,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3178149.0,0
