Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Dausa,0.0,0.0,1.0,,2.0,5.0,2.0,0,0,0,0,0,0,0,0,1637226,,,,15879.0,81.0,15794.0,,1385404,1139779,25782,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2550965.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Dholpur,0.0,0.0,0.0,,0.0,63.0,1.0,0,0,0,0,0,0,0,0,1207293,,,,13966.0,49.0,13917.0,,911288,784193,31233,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,1726714.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Dungarpur,0.0,0.0,0.0,,113.0,332.0,5.0,0,0,0,0,0,0,0,0,1388906,,,,25501.0,134.0,25365.0,,1075444,957066,30716,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2063226.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Ganganagar,0.0,0.0,0.0,,16.0,139.0,12.0,0,0,0,0,0,0,0,0,1969520,,,,28179.0,158.0,28012.0,,1607574,1372531,71747,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3051852.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Hanumangarh,0.0,0.0,0.0,,5.0,49.0,6.0,0,0,0,0,0,0,0,0,1779650,,,,22529.0,115.0,22410.0,,1498512,1390134,58186,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2946832.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Jaipur,49.0,0.0,15.0,,69.0,131.0,234.0,0,0,0,0,0,0,0,0,6663971,,,,277350.0,2114.0,274826.0,,5882685,4587161,223171,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,10693017.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Jaisalmer,0.0,0.0,0.0,,45.0,144.0,11.0,0,0,0,0,0,0,0,0,672008,,,,17036.0,68.0,16968.0,,523064,431797,20228,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,975089.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Jalore,2.0,0.0,0.0,,62.0,764.0,5.0,0,0,0,0,0,0,0,0,1830151,,,,10566.0,78.0,10481.0,,1374708,1274495,83209,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2732412.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Jhalawar,0.0,0.0,0.0,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1411327,,,,17763.0,207.0,17555.0,,1220259,1024944,57043,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2302246.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Jhunjhunu,0.0,0.0,0.0,,5.0,19.0,5.0,0,0,0,0,0,0,0,0,2139658,,,,19161.0,181.0,18979.0,,1758952,1657278,117241,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3533471.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Jodhpur,13.0,0.0,12.0,,1.0,42.0,22.0,0,0,0,0,0,0,0,0,3685681,,,,141417.0,1164.0,140148.0,,2948521,2334064,120085,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,5402670.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Karauli,0.0,0.0,0.0,,1.0,1.0,56.0,0,0,0,0,0,0,0,0,1458459,,,,8968.0,84.0,8884.0,,1235058,1056670,30946,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2322674.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Kota,0.0,0.0,0.0,,0.0,3.0,35.0,0,0,0,0,0,0,0,0,1950491,,,,70127.0,477.0,69649.0,,1678388,1501180,65953,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,3245521.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Nagaur,8.0,0.0,1.0,,0.0,0.0,1.0,0,0,0,0,0,0,0,0,3309234,,,,23756.0,201.0,23533.0,,2650162,2379182,141033,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,5170377.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Pali,0.0,0.0,0.0,,0.0,194.0,0.0,0,0,0,0,0,0,0,0,2038533,,,,35853.0,298.0,35555.0,,1587800,1297614,51738,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2937152.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Pratapgarh,0.0,0.0,0.0,,0.0,0.0,2.0,0,0,0,0,0,0,0,0,868231,,,,11881.0,65.0,11813.0,,755095,730109,25621,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,1510825.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Rajsamand,0.0,0.0,0.0,,0.0,36.0,1.0,0,0,0,0,0,0,0,0,1158283,,,,23050.0,178.0,22863.0,,917391,750065,27126,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,1694582.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Sawai Madhopur,0.0,0.0,0.0,,3.0,105.0,4.0,0,0,0,0,0,0,0,0,1338114,,,,15823.0,66.0,15756.0,,1154709,942588,29250,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2126547.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Sikar,0.0,0.0,1.0,,0.0,1.0,5.0,0,0,0,0,0,0,0,0,2677737,,,,38117.0,368.0,37744.0,,2284421,1930813,61428,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,4276662.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Sirohi,6.0,0.0,0.0,,1.0,36.0,0.0,0,0,0,0,0,0,0,0,1037185,,,,17258.0,88.0,17149.0,,858156,787962,23625,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,1669743.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Tonk,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1421711,,,,13319.0,102.0,13216.0,,1098736,990605,66716,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,2156057.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Udaipur,4.0,0.0,7.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3067549,,,,74448.0,775.0,73639.0,,2639952,2322475,80916,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,5043343.0,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Other State,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,337.0,39.0,298.0,,0,0,0,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,Total,,,,,,,,0,0,0,0,0,0,0,0,0,,,,1288768.0,9566.0,1278254.0,,0,0,0,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,,0
2022-07-03,RJ,0,0,0,0,371,2644,880,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,2022-07-13T23:42:52.680486+05:30,77264000,,,,,,,,56513543,49182380,2179081,0,107875004.0,3895.0,,0
