,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10039,9907,129,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,700684,341746,337457,21481,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,40,122,308,470,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2319752,2304974,14730,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,94288895,44606473,47270545,2411877,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,1707,18232,33942,53881,5,6,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64502,64201,296,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,1695232,907066,757288,30878,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,178,514,228,920,1,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724219,716229,7986,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,45018759,24090427,20512068,416264,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,19538,20632,3691,43861,0,1,0,,,1332900000,Assam,34293000
4,Bihar,830639,818322,12256,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,129770357,70140627,58344816,1284914,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,25191,66166,13253,104610,6,5,0,,,1332900000,Bihar,119520000
5,Chandigarh,92168,90927,1165,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,2157080,1173089,940994,42997,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,308,769,281,1358,12,14,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1152321,1138253,14034,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,39213129,20615287,18098578,499264,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,2489,11321,1345,15155,3,6,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,1406879,775921,619655,11303,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,56,151,53,260,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1896171,1864517,26183,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,33810914,18003115,14900373,907426,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,3033,13270,15056,31359,1118,1015,1,,,1332900000,Delhi,19814000
9,Goa,245517,241618,3832,2022-05-11,TT,43110586,524157,42566935,2022-05-11 12:01:03.197692,841986891,2022-05-10 00:00:00,472190,1905718165,1006549667,870484960,28683538,2743544,1430285,1269881,43378,https://www.icmr.gov.in/,2897,54,2986,193609,1181759,325622,1700990,185,976,301,1462,11,5,0,,,1332900000,Goa,1540000
