"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16925","16641","20","264"
"2","Chengalpattu","173775","170612","630","2533"
"3","Chennai","558034","548243","1182","8609"
"4","Coimbatore","250179","246482","1233","2464"
"5","Cuddalore","64399","63449","78","872"
"6","Dharmapuri","28811","28409","124","278"
"7","Dindigul","33233","32533","50","650"
"8","Erode","106315","104815","804","696"
"9","Kallakurichi","31559","31310","39","210"
"10","Kancheepuram","75601","74141","196","1264"
"11","Kanyakumari","62780","61611","112","1057"
"12","Karur","24620","24068","190","362"
"13","Krishnagiri","43840","43401","86","353"
"14","Madurai","75519","74235","101","1183"
"15","Mayiladuthurai","23373","23025","30","318"
"16","Nagapattinam","21334","20882","95","357"
"17","Namakkal","53494","52512","476","506"
"18","Nilgiris","34093","33692","187","214"
"19","Perambalur","12104","11848","11","245"
"20","Pudukottai","30327","29882","27","418"
"21","Ramanathapuram","20629","20243","27","359"
"22","Ranipet","43558","42749","34","775"
"23","Salem","101347","99144","499","1704"
"24","Sivagangai","20392","20132","50","210"
"25","Tenkasi","27394","26897","11","486"
"26","Thanjavur","76102","74874","233","995"
"27","Theni","43606","43073","12","521"
"28","Thirupathur","29393","28741","25","627"
"29","Thiruvallur","120207","118073","284","1850"
"30","Thiruvannamalai","55187","54462","55","670"
"31","Thiruvarur","41866","41306","102","458"
"32","Thoothukudi","56493","56047","36","410"
"33","Tirunelveli","49655","49119","103","433"
"34","Tiruppur","97171","95564","608","999"
"35","Trichy","78450","77099","268","1083"
"36","Vellore","50194","48902","151","1141"
"37","Villupuram","46018","45615","46","357"
"38","Virudhunagar","46396","45822","26","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,26,917","26,82,192","8,244","36,481"
