District,Recovered,Deceased,Active
गौतम बिु नगर,98067,490,69
लखनऊ,293965,2694,36
अमठेी,11492,145,23
गाज़ियाबाद,84388,473,20
बाराबकंी,23681,225,19
सलु्तानपरु,16849,144,17
अम्बडेकर नगर,5949,167,12
कुशीनगर,16226,235,11
अमरोहा,19286,207,10
फरु्रखाबाद,11877,197,10
हरदोई,17270,370,10
मरेठ,88067,931,10
गोंडा,14130,285,8
लखीमपरु-खीरी,30010,299,8
प्रयागराज,87355,1112,7
गोरखपरु,65952,866,6
चित्रकूट,7762,79,5
इटावा,15775,296,5
लललतपरु,14747,134,5
मनैपरुी,11478,189,5
राय बरेली,21323,348,5
िाराणसी,97563,988,5
बलरामपरु,8117,139,4
जालौन,13853,209,4
झासी,43886,675,4
कानपरु नगर,91509,1923,4
उन्नाव,16908,257,4
बबजनौर,18286,139,3
जौनपरु,24371,244,3
महाराजगजं,14710,146,3
मथरुा,25587,406,3
लसद्धाथ ुनगर,11524,102,3
सीतापरु,15759,187,3
आगरा,35706,465,2
बागपत,11061,143,2
बहराइि,13411,178,2
बलुदंशहर,26331,253,2
कन्नौज,10827,126,2
सहारनपरु,38370,428,2
श्रावस्ती,5233,42,2
औरैय्या,10785,211,1
अयोध्या,18679,293,1
आजमगढ़,19438,235,1
