,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-08-05,ML,East Garo Hills,,,,2068,18,2042,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
1,2022-08-05,ML,East Jaintia Hills,,,,2649,39,2596,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
2,2022-08-05,ML,East Khasi Hills,,,,47598,1076,46400,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
3,2022-08-05,ML,North Garo Hills,,,,1907,9,1883,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
4,2022-08-05,ML,Ribhoi,,,,,,,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
5,2022-08-05,ML,South Garo Hills,,,,1390,14,1351,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
6,2022-08-05,ML,South West Garo Hills,,,,2185,21,2125,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
7,2022-08-05,ML,South West Khasi Hills,,,,2701,20,2681,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
8,2022-08-05,ML,West Garo Hills,,,,11499,83,11001,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
9,2022-08-05,ML,West Jaintia Hills,,,,7246,139,7080,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
10,2022-08-05,ML,West Khasi Hills,,,,5668,78,5588,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
11,2022-08-05,ML,Unknown,,,,256,3,229,,2022-08-06 11:55:24.047221,,,,95803,1609,93471,,0,0
