,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10039,9907,129,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,702227,341895,338141,22191,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,61,255,239,555,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2319814,2305005,14730,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,94520444,44610528,47316657,2593259,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,628,7819,88571,97018,17,10,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64503,64203,296,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,1697737,907632,758571,31534,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,86,211,134,431,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724220,716232,7986,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,45102245,24124740,20551547,425958,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,8328,10062,2688,21078,0,0,0,,,1332900000,Assam,34293000
4,Bihar,830659,818365,12256,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,130530738,70312888,58823694,1394156,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,62219,181802,42912,286933,6,17,0,,,1332900000,Bihar,119520000
5,Chandigarh,92226,90971,1165,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,2161528,1173913,943556,44059,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,272,1046,401,1719,18,12,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1152334,1138272,14034,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,39294040,20628796,18158245,506999,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,2117,8513,1683,12313,1,1,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,1407617,776049,620064,11504,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,21,108,42,171,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1899745,1869617,26192,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,33912832,18013592,14940318,958922,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,4135,15818,21049,41002,673,1074,4,,,1332900000,Delhi,19814000
9,Goa,245562,241653,3832,2022-05-15,TT,43121599,524214,42579693,2022-05-15 12:00:27.833952,843836914,2022-05-14 00:00:00,892119,1912271150,1007855890,874916660,29498600,2747333,1430768,1271889,44676,https://www.icmr.gov.in/,2487,13,2878,279796,1108654,317041,1705491,51,180,188,419,14,4,0,,,1332900000,Goa,1540000
