"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2076","19","4","0"
"East Jaintia Hills","1","0","0","2664","39","8","0"
"East Khasi Hills","10","12","0","47757","1077","57","23"
"Eastern West Khasi Hills","0","0","0","156","9","2","0"
"North Garo Hills","0","0","0","1915","10","1","0"
"Ri-Bhoi","4","5","0","10531","101","22","4"
"South Garo Hills","3","0","0","1428","14","22","1"
"South West Garo Hills","2","2","0","2232","21","19","0"
"South West Khasi Hills","0","0","0","2711","20","8","2"
"West Garo Hills","11","5","0","11730","84","346","11"
"West Jaintia Hills","5","0","0","7300","141","32","4"
"West Khasi Hills","0","0","0","5670","78","1","0"
"Total","36","24","0","96170","1613","522","45"
