"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","3","(cid:882)","(cid:882)","0","1921","1902","16"
"East Jaintia Hills","25","(cid:883)","(cid:882)","0","2475","2418","32"
"East Khasi Hills","942","(cid:883)(cid:886)(cid:886)","(cid:890)(cid:890)","0","43315","41360","1013"
"North Garo Hills","4","(cid:882)","(cid:882)","0","1690","1678","8"
"Ri-Bhoi","70","(cid:891)","(cid:884)","0","9822","9662","90"
"South Garo Hills","4","(cid:883)","(cid:882)","0","1222","1206","12"
"South West Garo Hills","4","(cid:882)","(cid:882)","0","1877","1855","18"
"South West Khasi Hills","6","(cid:882)","(cid:885)","0","2559","2536","17"
"West Garo Hills","107","(cid:883)(cid:885)","(cid:883)","0","9256","9076","73"
"West Jaintia Hills","24","(cid:885)","(cid:882)","0","6855","6695","136"
"West Khasi Hills","18","(cid:885)","(cid:883)","0","5540","5447","75"
"Total","1207","174","95","0","86532","83835","1490"
