"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","858","394","235592","0","12240","247832","1248"
"Bageshwar","507","737","210077","0","5767","215844","765"
"Chamoli","522","316","288989","0","12250","301239","806"
"Champawat","1502","326","251973","0","7616","259589","1834"
"Dehradun","2299","2152","1903806","7","112681","2016487","903"
"Haridwar","5614","4849","2164927","9","51588","2216515","1896"
"Nainital","1908","1950","561475","6","39350","600825","530"
"Pauri Garhwal","1036","1331","400813","1","17735","418548","637"
"Pithoragarh","1144","1074","224059","6","10285","234344","1111"
"Rudraprayag","381","325","196660","0","8805","205465","967"
"Tehri Garhwal","467","364","301542","0","15840","317382","749"
"US Nagar","3510","2834","936136","0","37912","974048","1429"
"Uttarkashi","443","102","339437","0","12562","351999","805"
"Total","20191","16754","8015486","29","344631","8360117","13680"
