"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20228","19947","14","267"
"2","Chengalpattu","251710","248763","289","2658"
"3","Chennai","788507","777240","2198","9069"
"4","Coimbatore","339559","336470","471","2618"
"5","Cuddalore","75722","74721","106","895"
"6","Dharmapuri","36788","36483","22","283"
"7","Dindigul","38836","38105","66","665"
"8","Erode","135935","134978","223","734"
"9","Kallakurichi","36918","36699","4","215"
"10","Kancheepuram","97872","96549","20","1303"
"11","Kanyakumari","89532","88253","194","1085"
"12","Karur","30203","29799","32","372"
"13","Krishnagiri","61937","61444","121","372"
"14","Madurai","92935","91662","37","1236"
"15","Mayiladuthurai","27310","26925","55","330"
"16","Nagapattinam","25949","25550","24","375"
"17","Namakkal","69631","69008","89","534"
"18","Nilgiris","42777","42522","29","226"
"19","Perambalur","14893","14616","28","249"
"20","Pudukottai","35184","34737","21","426"
"21","Ramanathapuram","24987","24608","11","368"
"22","Ranipet","56199","55367","45","787"
"23","Salem","131218","129303","151","1764"
"24","Sivagangai","25014","24765","30","219"
"25","Tenkasi","33841","33328","23","490"
"26","Thanjavur","93429","92352","36","1041"
"27","Theni","51807","51256","18","533"
"28","Thirupathur","36063","35415","15","633"
"29","Thiruvallur","152990","151008","42","1940"
"30","Thiruvannamalai","68232","67522","25","685"
"31","Thiruvarur","48950","48453","24","473"
"32","Thoothukudi","67077","66609","20","448"
"33","Tirunelveli","65756","65245","66","445"
"34","Tiruppur","131835","130684","99","1052"
"35","Trichy","97804","96582","61","1161"
"36","Vellore","58049","56841","45","1163"
"37","Villupuram","56194","55785","42","367"
"38","Virudhunagar","59237","58643","39","555"
"39","Airport Surveillance 
(International)","1391","1386","4","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,74,093","35,31,216","4,839","38,038"
