"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","746","438","236505","0","12241","248746","1239"
"Bageshwar","464","18","210526","0","5767","216293","864"
"Chamoli","429","532","290105","1","12251","302356","983"
"Champawat","2130","1364","254721","0","7616","262337","2843"
"Dehradun","1805","1960","1907930","11","112701","2020631","428"
"Haridwar","4519","5066","2174981","0","51590","2226571","1626"
"Nainital","1468","1705","564984","10","39362","604346","185"
"Pauri Garhwal","650","935","402636","1","17736","420372","259"
"Pithoragarh","608","878","225480","4","10290","235770","1653"
"Rudraprayag","470","398","197621","0","8805","206426","958"
"Tehri Garhwal","463","569","302751","0","15842","318593","588"
"US Nagar","2565","3106","942979","12","37934","980913","230"
"Uttarkashi","523","516","340303","0","12562","352865","825"
"Total","16840","17485","8051522","39","344697","8396219","12681"
