"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","607","364","233815","0","12237","246052","943"
"Bageshwar","414","347","207750","0","5766","213516","623"
"Chamoli","402","513","287369","0","12250","299619","646"
"Champawat","1178","1235","246879","0","7616","254495","1213"
"Dehradun","2191","1868","1895215","4","112642","2007857","586"
"Haridwar","4406","5317","2140641","4","51570","2192211","725"
"Nainital","1834","1681","554122","4","39333","593455","447"
"Pauri Garhwal","1068","883","395419","3","17734","413153","831"
"Pithoragarh","670","926","219928","2","10275","230203","814"
"Rudraprayag","566","554","194574","0","8805","203379","1124"
"Tehri Garhwal","627","422","299555","0","15840","315395","952"
"US Nagar","3275","3003","919815","3","37903","957718","1293"
"Uttarkashi","323","468","337851","0","12562","350413","651"
"Total","17561","17581","7932933","20","344533","8277466","10848"
