"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4548","4145","0","4","399"
"Bageshwar","2095","2003","1","0","91"
"Chamoli","3229","3112","8","3","106"
"Champawat","1915","1893","1","1","20"
"Dehradun","33797","33052","201","177","367"
"Haridwar","13259","12958","42","25","234"
"Nainital","11457","11337","36","29","55"
"Pauri Garhwal","5297","4307","3","18","969"
"Pithoragarh","2565","2423","0","4","138"
"Rudraprayag","2716","2585","0","2","129"
"Tehri Garhwal","2398","2034","2","5","357"
"U.S. Nagar","8856","8546","12","5","293"
"Uttarkashi","1702","1515","8","5","174"
"Total","93834","89910","314","278","3332"
