"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","1","40695","0","40322","5","0","368","0"
"","2","Ballari","3","115609","2","113797","46","0","1764","2"
"","3","Belagavi","4","100193","3","99168","19","0","1004","2"
"","4","Bengaluru Rural","6","79358","4","78435","16","0","907","0"
"","5","Bengaluru urban","775","1808187","862","1785229","5988","0","16969","1"
"","6","Bidar","1","29829","2","29396","9","0","420","4"
"","7","Chamarajanagara","0","43618","0","43083","0","0","524","11"
"","8","Chikkaballapura","0","55632","0","55169","2","0","460","1"
"","9","Chikkamagaluru","0","57277","2","56864","6","0","407","0"
"","10","Chitradurga","0","46388","1","46147","2","0","239","0"
"","11","Dakshina 
Kannada","17","135886","3","133957","77","0","1842","10"
"","12","Davanagere","1","57553","0","56927","3","0","623","0"
"","13","Dharwada","4","84185","4","82781","13","0","1384","7"
"","14","Gadag","0","30586","0","30250","0","0","336","0"
"","15","Hassana","2","143903","2","142581","13","0","1307","2"
"","16","Haveri","0","26852","2","26180","3","0","669","0"
"","17","Kalaburagi","3","76649","1","75751","16","1","882","0"
"","18","Kodagu","0","49264","0","48911","0","0","352","1"
"","19","Kolara","3","63065","10","62391","9","1","665","0"
"","20","Koppala","0","41285","1","40745","2","0","538","0"
"","21  Mandya","","3","101501","0","100782","8","0","711","0"
"","22  Mysuru","","4","229806","6","227172","74","0","2560","0"
"","23","Raichuru","2","45464","1","45095","5","0","364","0"
"","24","Ramanagara","0","29829","0","29473","9","0","347","0"
"","25","Shivamogga","1","83375","0","82226","19","0","1129","1"
"","26","Tumakuru","3","159904","1","158666","20","0","1218","0"
"","27","Udupi","3","95727","4","95157","24","0","546","0"
"","28","Uttara Kannada","3","71230","2","70411","10","0","809","0"
"","29","Vijayapura","0","41019","0","40498","0","0","521","0"
"","30","Yadagiri","0","29968","0","29756","0","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","839","3973873","913","3927353","6398","2","40080","42"
"*
           
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 05-07-2022 
Page 5 of 9","","","","","","","","","",""
