"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20258","19985","6","267"
"2","Chengalpattu","253134","250267","206","2661"
"3","Chennai","791874","780653","2151","9070"
"4","Coimbatore","340785","337960","207","2618"
"5","Cuddalore","75934","74979","59","896"
"6","Dharmapuri","36845","36555","7","283"
"7","Dindigul","39172","38458","49","665"
"8","Erode","136486","135637","115","734"
"9","Kallakurichi","36947","36728","4","215"
"10","Kancheepuram","98291","96979","9","1303"
"11","Kanyakumari","90342","89121","135","1086"
"12","Karur","30276","29887","17","372"
"13","Krishnagiri","62529","62027","130","372"
"14","Madurai","93260","91959","65","1236"
"15","Mayiladuthurai","27441","27055","56","330"
"16","Nagapattinam","26049","25644","30","375"
"17","Namakkal","69791","69227","30","534"
"18","Nilgiris","42915","42669","20","226"
"19","Perambalur","14950","14655","46","249"
"20","Pudukottai","35287","34835","26","426"
"21","Ramanathapuram","25013","24628","16","369"
"22","Ranipet","56661","55865","9","787"
"23","Salem","131801","129948","89","1764"
"24","Sivagangai","25201","24934","48","219"
"25","Tenkasi","33973","33456","27","490"
"26","Thanjavur","93586","92519","26","1041"
"27","Theni","51858","51311","14","533"
"28","Thirupathur","36094","35457","4","633"
"29","Thiruvallur","153610","151640","28","1942"
"30","Thiruvannamalai","68433","67728","20","685"
"31","Thiruvarur","48997","48503","21","473"
"32","Thoothukudi","67380","66871","61","448"
"33","Tirunelveli","66184","65646","93","445"
"34","Tiruppur","132210","131130","27","1053"
"35","Trichy","98230","96965","104","1161"
"36","Vellore","58154","56949","42","1163"
"37","Villupuram","56442","56027","48","367"
"38","Virudhunagar","59622","59003","64","555"
"39","Airport Surveillance 
(International)","1401","1396","4","1"
"40","Airport Surveillance 
(Domestic)","1169","1166","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,89,013","35,46,850","4,115","38,048"
