,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-12-28,TT,Andaman and Nicobar Islands,,,,10742,129,10612,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
1,2022-12-28,TT,Andhra Pradesh,,,,2339067,14733,2324330,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
2,2022-12-28,TT,Arunachal Pradesh,,,,66890,296,66594,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
3,2022-12-28,TT,Assam,,,,746100,8035,738065,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
4,2022-12-28,TT,Bihar,,,,851379,12302,839062,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
5,2022-12-28,TT,Chandigarh,,,,99346,1181,98161,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
6,2022-12-28,TT,Chhattisgarh,,,,1177749,14146,1163595,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
7,2022-12-28,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11591,4,11587,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
8,2022-12-28,TT,Delhi,,,,2007175,26521,1980615,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
9,2022-12-28,TT,Goa,,,,259070,4013,255038,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
10,2022-12-28,TT,Gujarat,,,,1277551,11043,1266469,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
11,2022-12-28,TT,Haryana,,,,1056597,10714,1045841,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
12,2022-12-28,TT,Himachal Pradesh,,,,312643,4213,308402,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
13,2022-12-28,TT,Jammu and Kashmir,,,,479410,4785,474607,,,2022-12-28 17:55:24.375779,,,,44677647,530696,44143483,910128182,2200734218
