"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20234","19956","11","267"
"2","Chengalpattu","252072","249046","367","2659"
"3","Chennai","789385","777964","2352","9069"
"4","Coimbatore","340010","336939","453","2618"
"5","Cuddalore","75765","74809","60","896"
"6","Dharmapuri","36800","36505","12","283"
"7","Dindigul","38918","38180","73","665"
"8","Erode","136088","135168","186","734"
"9","Kallakurichi","36923","36702","6","215"
"10","Kancheepuram","97956","96627","26","1303"
"11","Kanyakumari","89728","88446","197","1085"
"12","Karur","30232","29833","27","372"
"13","Krishnagiri","62050","61541","137","372"
"14","Madurai","93007","91700","71","1236"
"15","Mayiladuthurai","27347","26960","57","330"
"16","Nagapattinam","25965","25579","11","375"
"17","Namakkal","69677","69089","54","534"
"18","Nilgiris","42807","42548","33","226"
"19","Perambalur","14899","14620","30","249"
"20","Pudukottai","35214","34758","30","426"
"21","Ramanathapuram","24994","24612","14","368"
"22","Ranipet","56302","55480","35","787"
"23","Salem","131374","129458","152","1764"
"24","Sivagangai","25063","24792","52","219"
"25","Tenkasi","33858","33355","13","490"
"26","Thanjavur","93459","92385","33","1041"
"27","Theni","51819","51270","16","533"
"28","Thirupathur","36081","35432","16","633"
"29","Thiruvallur","153106","151115","51","1940"
"30","Thiruvannamalai","68274","67574","15","685"
"31","Thiruvarur","48959","48473","13","473"
"32","Thoothukudi","67134","66638","48","448"
"33","Tirunelveli","65862","65316","101","445"
"34","Tiruppur","131950","130803","95","1052"
"35","Trichy","97904","96656","87","1161"
"36","Vellore","58077","56869","45","1163"
"37","Villupuram","56222","55842","13","367"
"38","Virudhunagar","59305","58677","73","555"
"39","Airport Surveillance 
(International)","1394","1388","5","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,77,808","35,34,698","5,070","38,040"
