"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235300","232487","155","2658"
"3","Chennai","750654","741131","455","9068"
"4","Coimbatore","329829","327033","179","2617"
"5","Cuddalore","74233","73322","18","893"
"6","Dharmapuri","36179","35886","10","283"
"7","Dindigul","37472","36795","12","665"
"8","Erode","132655","131885","36","734"
"9","Kallakurichi","36516","36298","3","215"
"10","Kancheepuram","94353","93001","50","1302"
"11","Kanyakumari","86199","85082","32","1085"
"12","Karur","29752","29374","6","372"
"13","Krishnagiri","59616","59232","14","370"
"14","Madurai","91025","89772","17","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25436","25055","6","375"
"17","Namakkal","67992","67445","13","534"
"18","Nilgiris","42094","41802","66","226"
"19","Perambalur","14460","14207","4","249"
"20","Pudukottai","34459","34030","3","426"
"21","Ramanathapuram","24666","24291","7","368"
"22","Ranipet","53912","53122","3","787"
"23","Salem","127350","125553","35","1762"
"24","Sivagangai","23812","23579","14","219"
"25","Tenkasi","32742","32245","7","490"
"26","Thanjavur","92111","91048","24","1039"
"27","Theni","50595","50055","7","533"
"28","Thirupathur","35729","35092","4","633"
"29","Thiruvallur","147413","145416","58","1939"
"30","Thiruvannamalai","66799","66098","16","685"
"31","Thiruvarur","48006","47527","7","472"
"32","Thoothukudi","64944","64489","7","448"
"33","Tirunelveli","62756","62287","24","445"
"34","Tiruppur","129904","128811","41","1052"
"35","Trichy","94928","93724","43","1161"
"36","Vellore","57264","56050","51","1163"
"37","Villupuram","54580","54207","7","366"
"38","Virudhunagar","56818","56242","22","554"
"39","Airport Surveillance 
(International)","1246","1240","5","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,51,710","34,12,226","1,461","38,023"
