"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","11","83","70649","0","4899","75542","0"
"Bageshwar","5","5","39702","0","2161","41859","0"
"Chamoli","28","16","51799","1","3365","55162","0"
"Champawat","8","9","65522","0","1993","67512","0"
"Dehradun","327","337","417127","8","38842","455834","27"
"Haridwar","65","153","326988","2","14059","341017","7"
"Nainital","175","150","107653","14","13433","121016","12"
"Pauri Garhwal","117","110","108751","0","5591","114335","0"
"Pithoragarh","6","9","44688","0","2753","47429","0"
"Rudraprayag","21","4","31337","0","3050","34387","0"
"Tehri Garhwal","99","80","49205","2","2621","51819","6"
"US Nagar","365","340","161087","0","9321","170384","32"
"Uttarkashi","29","3","47479","0","1917","49394","0"
"Total","1256","1299","1521987","27","104005","1625690","84"
