"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16918","16629","26","263"
"2","Chengalpattu","173418","170241","648","2529"
"3","Chennai","557437","547570","1267","8600"
"4","Coimbatore","249514","245800","1259","2455"
"5","Cuddalore","64361","63393","96","872"
"6","Dharmapuri","28749","28337","134","278"
"7","Dindigul","33205","32499","56","650"
"8","Erode","105921","104388","839","694"
"9","Kallakurichi","31542","31262","70","210"
"10","Kancheepuram","75476","74017","196","1263"
"11","Kanyakumari","62725","61533","137","1055"
"12","Karur","24516","23980","175","361"
"13","Krishnagiri","43790","43365","72","353"
"14","Madurai","75471","74163","126","1182"
"15","Mayiladuthurai","23357","23015","24","318"
"16","Nagapattinam","21287","20837","95","355"
"17","Namakkal","53219","52304","410","505"
"18","Nilgiris","33996","33572","211","213"
"19","Perambalur","12101","11844","13","244"
"20","Pudukottai","30313","29843","53","417"
"21","Ramanathapuram","20620","20233","28","359"
"22","Ranipet","43530","42726","29","775"
"23","Salem","101039","98900","439","1700"
"24","Sivagangai","20362","20091","62","209"
"25","Tenkasi","27387","26893","9","485"
"26","Thanjavur","76001","74748","264","989"
"27","Theni","43598","43069","8","521"
"28","Thirupathur","29374","28730","17","627"
"29","Thiruvallur","120047","117930","271","1846"
"30","Thiruvannamalai","55154","54428","57","669"
"31","Thiruvarur","41821","41229","135","457"
"32","Thoothukudi","56472","56007","55","410"
"33","Tirunelveli","49608","49079","96","433"
"34","Tiruppur","96806","95237","574","995"
"35","Trichy","78332","76906","348","1078"
"36","Vellore","50122","48867","117","1138"
"37","Villupuram","45987","45600","30","357"
"38","Virudhunagar","46386","45803","35","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,22,506","26,77,607","8,484","36,415"
