TT|2022-11-01 07:55:10.941328|GetSource|ERR|File Not Found
TT|2022-11-01 09:55:12.508418|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-01 09:55:27.224121|ExtractFromHTML|OK|COMPLETED
TT|2022-11-01 11:55:12.330164|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-01 11:55:25.780539|ExtractFromHTML|OK|COMPLETED
TT|2022-11-01 19:55:11.701679|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-01 19:55:32.170640|ExtractFromHTML|OK|COMPLETED
TT|2022-11-01 20:55:12.147677|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-01 20:55:31.513752|ExtractFromHTML|OK|COMPLETED
TT|2022-11-01 21:55:12.676909|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-01 21:55:34.390999|ExtractFromHTML|OK|COMPLETED
TT|2022-11-01 22:55:11.972634|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-01 22:55:33.262580|ExtractFromHTML|OK|COMPLETED
TT|2022-11-01 23:55:10.636240|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-11-01 23:55:27.716549|ExtractFromHTML|OK|COMPLETED
TT|2022-11-02 07:55:12.921825|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
