District,Recovered,Deceased,Active
अयोध्या,18620,292,32
सहारनपरु,38299.0,426.0,32.0
क्रिरोजाबाद,10498.0,136.0,30.0
सतं कबीर नगर,8805.0,101.0,30.0
बागपत,10991.0,143.0,29.0
बादा,11996.0,166.0,29.0
कौशाम्बी,4820.0,72.0,29.0
भदोही,8433.0,165.0,28.0
अमठेी,11426.0,145.0,27.0
मनैपरुी,11431.0,189.0,26.0
इटावा,15735.0,296.0,25.0
कानपरु देहात,7087.0,110.0,24.0
श्रावस्ती,5205.0,41.0,23.0
चदंौली,17494.0,378.0,22.0
मजुफ्फरनगर,38273.0,277.0,22.0
मरुादाबाद,46045.0,366.0,21.0
बदाय,17886.0,101.0,19.0
बस्ती,12751.0,336.0,19.0
सभंल,11004.0,109.0,19.0
हार्रस,3699.0,43.0,17.0
बललया,22494.0,245.0,16.0
औरैय्या,10755.0,211.0,15.0
मऊ,8912.0,85.0,15.0
कासगजं,4865.0,55.0,14.0
शामली,16668.0,48.0,13.0
गाजीपरु,23845.0,295.0,12.0
हापड़ु,15168.0,222.0,12.0
चचत्रकट,7727.0,79.0,11.0
बलरामपरु,8096.0,139.0,8.0
लमर्ापरु,11937.0,124.0,6.0
रामपरु,14594.0,153.0,6.0
महोबा,4454.0,88.0,2.0
