District,Recovered,Deceased,Active
लखनऊ,292273,2683,959
गौतम बिु नगर,96947,490,370
प्रयागराज,86833,1104,293
गोरखपरु,65559,866,273
लखीमपरु-खीरी,29634,299,243
िाराणसी,97159,988,205
गाज़ियाबाद,83873,473,201
कानपरु नगर,91231,1923,160
आगरा,35390,464,155
बाराबकंी,23416,225,155
राय बरेली,21055,346,136
झासी,43636,675,119
हरदोई,17060,365,118
मरेठ,87890,930,109
सीतापरु,15624,187,108
लललतपरु,14517,132,89
सलु्तानपरु,16737,144,80
बरेली,49982,377,78
महाराजगजं,14537,146,78
उन्नाव,16754,257,77
आजमगढ़,19348,234,63
शाहजहांपरु,24306,446,61
फतहेपरु,8181,141,59
अम्बडेकर नगर,5858,162,53
जालौन,13765,207,52
बलुदंशहर,26236,252,51
देवररया,22327,230,51
लसद्धार् नगर,11469,102,49
पीलीभीत,12663,204,48
कन्नौज,10729,125,47
कुशीनगर,16149,235,47
बहराइच,13333,178,46
सोनभद्र,18580,257,44
अमरोहा,19226,207,43
अलीगढ,25413,113,42
हमीरपरु,5987,102,41
जौनपरु,24266,244,40
एटा,12049,100,39
मर्रुा,25492,406,39
फर्रखाबाद,11841,197,36
बबजनौर,18244,139,35
गोंडा,14060,284,34
प्रतापगढ़,16639,163,34
