,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-01-30,TT,Andaman and Nicobar Islands,,,,10747,129,10618,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
1,2023-01-30,TT,Andhra Pradesh,,,,2339083,14733,2324346,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
2,2023-01-30,TT,Arunachal Pradesh,,,,66891,296,66595,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
3,2023-01-30,TT,Assam,,,,746100,8035,738065,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
4,2023-01-30,TT,Bihar,,,,851413,12303,839107,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
5,2023-01-30,TT,Chandigarh,,,,99360,1181,98179,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
6,2023-01-30,TT,Chhattisgarh,,,,1177777,14146,1163627,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
7,2023-01-30,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11591,4,11587,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
8,2023-01-30,TT,Delhi,,,,2007374,26522,1980839,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
9,2023-01-30,TT,Goa,,,,259119,4013,255100,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
10,2023-01-30,TT,Gujarat,,,,1277649,11046,1266591,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
11,2023-01-30,TT,Haryana,,,,1056674,10714,1045925,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
12,2023-01-30,TT,Himachal Pradesh,,,,312704,4213,308489,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
13,2023-01-30,TT,Jammu and Kashmir,,,,479457,4785,474658,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
14,2023-01-30,TT,Jharkhand,,,,442574,5331,437243,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
15,2023-01-30,TT,Karnataka,,,,4072871,40309,4032388,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
16,2023-01-30,TT,Kerala,,,,6829660,71574,6756893,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
17,2023-01-30,TT,Ladakh,,,,29419,231,29188,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
18,2023-01-30,TT,Lakshadweep,,,,11415,52,11363,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
19,2023-01-30,TT,Maharashtra,,,,8137129,148421,7988631,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
20,2023-01-30,TT,Manipur,,,,139924,2149,137775,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
21,2023-01-30,TT,Meghalaya,,,,96787,1625,95162,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
22,2023-01-30,TT,Mizoram,,,,238964,726,238238,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
23,2023-01-30,TT,Madhya Pradesh,,,,1054938,10777,1044161,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
24,2023-01-30,TT,Nagaland,,,,35986,782,35204,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
25,2023-01-30,TT,Odisha,,,,1336626,9205,1327343,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
26,2023-01-30,TT,Puducherry,,,,175697,1975,173691,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
27,2023-01-30,TT,Punjab,,,,784355,19289,765019,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
28,2023-01-30,TT,Rajasthan,,,,1315578,9654,1305915,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
29,2023-01-30,TT,Sikkim,,,,44322,499,43822,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
30,2023-01-30,TT,Tamil Nadu,,,,3594651,38049,3556553,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
31,2023-01-30,TT,Telangana,,,,841494,4111,837363,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
32,2023-01-30,TT,Tripura,,,,108034,940,107094,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
33,2023-01-30,TT,Uttar Pradesh,,,,2128165,23636,2104519,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
34,2023-01-30,TT,Uttarakhand,,,,449444,7753,441676,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
35,2023-01-30,TT,West Bengal,,,,2118747,21532,2097164,,,2023-01-30 17:55:23.169031,,,,44682719,530740,44150131,915337187,2204587141
