Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-28,OR,Angul,43912,392,43496,172873.0,779636,283190,1062826,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Balangir,23396,126,23255,87867.0,954862,286717,1241579,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Balasore,40766,298,40354,9843.0,1330938,525666,1856604,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Bargarh,31121,335,30757,,809383,271249,1080632,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Bhadrak,26464,150,26240,258173.0,1022373,356985,1379358,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Boudh,12634,112,12488,496.0,256423,84332,340755,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Cuttack,94526,856,93276,5720.0,1409378,686080,2095458,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Deogarh,6541,50,6454,682.0,223239,62849,286088,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Dhenkanal,19860,243,19582,179477.0,733024,275026,1008050,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Gajapati,9650,84,9547,715.0,287114,110613,397727,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Ganjam,33831,485,33335,750442.0,2206863,1661757,3868620,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Jagatsinghpur,27887,316,27468,46648.0,671554,263218,934772,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Jajpur,43703,172,43430,53956.0,1077943,368963,1446906,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Jharsuguda,23856,176,23670,1663.0,397765,185481,583246,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Kalahandi,24308,210,24082,1458.0,907594,295327,1202921,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Kandhamal,11537,83,11450,1516.0,378777,144794,523571,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Kendrapara,24829,252,24523,382732.0,906683,336284,1242967,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Kendujhar,20978,175,20796,474504.0,1078405,358067,1436472,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Khordha,174746,1547,171169,,2054538,1486150,3540688,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Koraput,19132,78,19036,1401.0,856648,385167,1241815,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Malkangiri,11666,49,11610,1841.0,383552,131139,514691,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Mayurbhanj,40780,285,40377,3307.0,1189256,401447,1590703,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Nabarangapur,23549,86,23460,162154.0,671519,183026,854545,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Nayagarh,23501,211,23248,1104.0,591431,216383,807814,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Nuapada,22912,84,22798,310.0,401199,124370,525569,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Puri,45399,458,44880,173340.0,1070135,504538,1574673,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Rayagada,20217,167,19969,578.0,547560,177129,724689,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Sambalpur,31618,240,31259,2007.0,765671,406834,1172505,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,State Pool,31915,0,31401,,,,,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Subarnapur,13185,61,13114,,415596,179856,595452,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
2021-10-28,OR,Sundargarh,61811,594,61130,,1116663,482810,1599473,1040230,8375,1027654,21789353.0,25495722,11235447,36731169
