"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16945","16668","13","264"
"2","Chengalpattu","175025","171980","500","2545"
"3","Chennai","561002","551035","1324","8643"
"4","Coimbatore","252799","249237","1058","2504"
"5","Cuddalore","64547","63604","69","874"
"6","Dharmapuri","28973","28619","74","280"
"7","Dindigul","33328","32633","43","652"
"8","Erode","107521","106275","536","710"
"9","Kallakurichi","31605","31375","20","210"
"10","Kancheepuram","76010","74589","155","1266"
"11","Kanyakumari","63068","61869","138","1061"
"12","Karur","24932","24429","139","364"
"13","Krishnagiri","44080","43614","108","358"
"14","Madurai","75648","74406","56","1186"
"15","Mayiladuthurai","23425","23088","18","319"
"16","Nagapattinam","21418","21030","28","360"
"17","Namakkal","54432","53519","396","517"
"18","Nilgiris","34410","34032","160","218"
"19","Perambalur","12128","11868","15","245"
"20","Pudukottai","30381","29935","25","421"
"21","Ramanathapuram","20669","20289","21","359"
"22","Ranipet","43667","42852","37","778"
"23","Salem","102311","100182","405","1724"
"24","Sivagangai","20498","20233","54","211"
"25","Tenkasi","27414","26912","16","486"
"26","Thanjavur","76397","75247","146","1004"
"27","Theni","43621","43092","7","522"
"28","Thirupathur","29455","28800","28","627"
"29","Thiruvallur","120725","118671","196","1858"
"30","Thiruvannamalai","55333","54597","63","673"
"31","Thiruvarur","42004","41498","44","462"
"32","Thoothukudi","56576","56127","37","412"
"33","Tirunelveli","49757","49273","49","435"
"34","Tiruppur","98369","96869","480","1020"
"35","Trichy","78809","77574","139","1096"
"36","Vellore","50424","49173","110","1141"
"37","Villupuram","46093","45696","39","358"
"38","Virudhunagar","46428","45861","18","549"
"39","Airport Surveillance 
(International)","1080","1046","33","1"
"40","Airport Surveillance 
(Domestic)","1086","1084","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,42,821","26,99,309","6,798","36,714"
