"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20259","19985","7","267"
"2","Chengalpattu","253200","250350","189","2661"
"3","Chennai","792066","780990","2006","9070"
"4","Coimbatore","340837","338040","179","2618"
"5","Cuddalore","75943","74994","53","896"
"6","Dharmapuri","36849","36556","10","283"
"7","Dindigul","39188","38477","46","665"
"8","Erode","136503","135680","89","734"
"9","Kallakurichi","36949","36728","6","215"
"10","Kancheepuram","98319","96998","18","1303"
"11","Kanyakumari","90371","89180","105","1086"
"12","Karur","30278","29889","17","372"
"13","Krishnagiri","62557","62070","115","372"
"14","Madurai","93274","91976","62","1236"
"15","Mayiladuthurai","27448","27062","56","330"
"16","Nagapattinam","26057","25658","24","375"
"17","Namakkal","69797","69234","29","534"
"18","Nilgiris","42925","42673","26","226"
"19","Perambalur","14955","14663","43","249"
"20","Pudukottai","35294","34838","30","426"
"21","Ramanathapuram","25014","24629","16","369"
"22","Ranipet","56674","55881","6","787"
"23","Salem","131826","129977","85","1764"
"24","Sivagangai","25213","24944","50","219"
"25","Tenkasi","33975","33461","24","490"
"26","Thanjavur","93593","92525","27","1041"
"27","Theni","51863","51312","18","533"
"28","Thirupathur","36094","35457","4","633"
"29","Thiruvallur","153652","151681","29","1942"
"30","Thiruvannamalai","68452","67744","23","685"
"31","Thiruvarur","49001","48509","19","473"
"32","Thoothukudi","67398","66889","61","448"
"33","Tirunelveli","66214","65677","92","445"
"34","Tiruppur","132225","131139","33","1053"
"35","Trichy","98255","97001","93","1161"
"36","Vellore","58159","56952","44","1163"
"37","Villupuram","56463","56040","56","367"
"38","Virudhunagar","59642","59017","70","555"
"39","Airport Surveillance 
(International)","1402","1397","4","1"
"40","Airport Surveillance 
(Domestic)","1169","1167","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,89,781","35,47,868","3,865","38,048"
