Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-17,ML,East Garo Hills,1855,12,1840,,46783,17799,64582,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,East Jaintia Hills,2426,31,2386,,63638,27792,91430,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,East Khasi Hills,40605,979,39119,,314854,203633,518487,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,North Garo Hills,1681,8,1671,,61372,21374,82746,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,Ribhoi,9660,88,9534,,90322,41212,131534,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,South Garo Hills,1214,12,1201,,39461,16379,55840,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,South West Garo Hills,1867,17,1848,,71708,30479,102187,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,South West Khasi Hills,2540,16,2518,,33252,15781,49033,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,West Garo Hills,9011,72,8918,,206956,102147,309103,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,West Jaintia Hills,6762,130,6578,,83692,40650,124342,82953,1435,80673,1119804.0,1088084,556625,1644709
2021-10-17,ML,West Khasi Hills,5332,70,5060,,76046,39379,115425,82953,1435,80673,1119804.0,1088084,556625,1644709
