"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2073","19","4","0"
"East Jaintia Hills","1","3","0","2658","39","7","0"
"East Khasi Hills","5","27","0","47717","1077","78","29"
"Eastern West Khasi Hills","1","1","0","156","8","4","0"
"North Garo Hills","0","0","0","1914","10","6","0"
"Ri-Bhoi","6","3","0","10518","101","27","5"
"South Garo Hills","5","5","0","1414","14","19","0"
"South West Garo Hills","1","7","0","2223","21","24","0"
"South West Khasi Hills","1","0","0","2707","20","5","0"
"West Garo Hills","21","84","0","11685","84","376","9"
"West Jaintia Hills","3","9","1","7287","141","29","2"
"West Khasi Hills","1","0","0","5670","78","2","0"
"Total","45","139","1","96022","1612","581","45"
