"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","19","6","1","0","1893","1860","14"
"East Jaintia Hills","4","0","0","0","2439","2403","32"
"East Khasi Hills","204","26","16","0","41432","40234","994"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","13","1","3","0","9720","9617","90"
"South Garo Hills","1","0","0","0","1217","1204","12"
"South West Garo Hills","1","0","0","0","1873","1854","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","20","2","2","0","9069","8976","73"
"West Jaintia Hills","11","0","0","0","6817","6671","135"
"West Khasi Hills","13","3","1","0","5494","5407","74"
"Total","286","38","23","0","84188","82435","1467"
