,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10747,10618,129,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,991263,347616,353284,290363,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2339080,2324345,14733,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,110581458,44702488,47573245,18305725,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,30,244,5765,6039,1,2,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66891,66595,296,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,1913717,960485,820711,132521,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,34,35,383,452,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746100,738065,8035,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,50289855,24811794,22133159,3344902,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,4,118,456,578,0,0,0,,,1332900000,Assam,34293000
4,Bihar,851404,839100,12303,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,157232564,73474682,67892805,15865077,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,280,298,359,937,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,99360,98175,1181,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,2283915,1185238,986169,112508,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,5,25,18,48,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1177773,1163620,14146,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,49166981,21267529,20343470,7555982,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,4,2,17,23,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,1579484,782302,636890,160292,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,4,3,15,22,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2007343,1980805,26522,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,37384754,18293814,15711479,3379461,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,113,224,852,1189,6,5,0,,,1332900000,Delhi,19814000
9,Goa,259116,255092,4013,2023-01-22,TT,44681921,530733,44149228,2023-01-22 16:00:03.642753,914314632,2023-01-21 00:00:00,134735,2202782843,1027277982,951457603,224047258,2873579,1439905,1295519,138155,https://www.icmr.gov.in/,140,3,117,338168,30478,7343,375989,27,46,120,193,1,0,0,,,1332900000,Goa,1540000
