"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16927","16644","19","264"
"2","Chengalpattu","173901","170738","629","2534"
"3","Chennai","558260","548476","1171","8613"
"4","Coimbatore","250420","246702","1249","2469"
"5","Cuddalore","64410","63464","74","872"
"6","Dharmapuri","28828","28439","110","279"
"7","Dindigul","33244","32544","49","651"
"8","Erode","106440","104954","788","698"
"9","Kallakurichi","31564","31319","35","210"
"10","Kancheepuram","75638","74169","205","1264"
"11","Kanyakumari","62798","61634","107","1057"
"12","Karur","24645","24103","180","362"
"13","Krishnagiri","43860","43417","90","353"
"14","Madurai","75529","74252","94","1183"
"15","Mayiladuthurai","23378","23028","32","318"
"16","Nagapattinam","21345","20903","85","357"
"17","Namakkal","53582","52580","494","508"
"18","Nilgiris","34121","33722","185","214"
"19","Perambalur","12106","11848","13","245"
"20","Pudukottai","30334","29886","30","418"
"21","Ramanathapuram","20634","20250","25","359"
"22","Ranipet","43567","42752","40","775"
"23","Salem","101437","99228","503","1706"
"24","Sivagangai","20403","20139","54","210"
"25","Tenkasi","27394","26898","10","486"
"26","Thanjavur","76128","74922","209","997"
"27","Theni","43607","43073","13","521"
"28","Thirupathur","29396","28743","26","627"
"29","Thiruvallur","120258","118118","290","1850"
"30","Thiruvannamalai","55197","54475","52","670"
"31","Thiruvarur","41878","41334","86","458"
"32","Thoothukudi","56499","56054","35","410"
"33","Tirunelveli","49665","49141","91","433"
"34","Tiruppur","97284","95680","604","1000"
"35","Trichy","78480","77153","243","1084"
"36","Vellore","50223","48922","160","1141"
"37","Villupuram","46025","45620","48","357"
"38","Virudhunagar","46401","45827","25","549"
"39","Airport Surveillance 
(International)","1031","1028","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,28,350","26,83,691","8,155","36,504"
