"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","319","67","234715","0","12240","246955","874"
"Bageshwar","230","14","208902","0","5767","214669","765"
"Chamoli","15","265","288574","0","12250","300824","82"
"Champawat","890","284","249304","0","7616","256920","1370"
"Dehradun","937","1757","1900837","5","112667","2013504","543"
"Haridwar","4006","5181","2155086","1","51576","2206662","832"
"Nainital","353","492","557958","3","39344","597302","368"
"Pauri Garhwal","1508","1157","398584","0","17734","416318","935"
"Pithoragarh","298","850","222955","1","10279","233234","384"
"Rudraprayag","121","574","196212","0","8805","205017","491"
"Tehri Garhwal","66","517","301079","0","15840","316919","307"
"US Nagar","1857","3484","929564","3","37911","967475","620"
"Uttarkashi","97","359","338974","0","12562","351536","372"
"Total","10697","15001","7982744","13","344591","8327335","7943"
