"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20168","19862","39","267"
"2","Chengalpattu","250272","246975","639","2658"
"3","Chennai","785149","772922","3158","9069"
"4","Coimbatore","337150","333706","826","2618"
"5","Cuddalore","75327","74269","163","895"
"6","Dharmapuri","36609","36270","56","283"
"7","Dindigul","38506","37704","137","665"
"8","Erode","134780","133683","363","734"
"9","Kallakurichi","36871","36640","16","215"
"10","Kancheepuram","97508","96120","86","1302"
"11","Kanyakumari","88868","87571","212","1085"
"12","Karur","30078","29670","36","372"
"13","Krishnagiri","61032","60363","298","371"
"14","Madurai","92645","91310","99","1236"
"15","Mayiladuthurai","27045","26599","116","330"
"16","Nagapattinam","25817","25405","37","375"
"17","Namakkal","69167","68494","139","534"
"18","Nilgiris","42662","42388","48","226"
"19","Perambalur","14862","14573","40","249"
"20","Pudukottai","35081","34607","48","426"
"21","Ramanathapuram","24959","24578","13","368"
"22","Ranipet","55727","54813","127","787"
"23","Salem","130138","127983","393","1762"
"24","Sivagangai","24815","24491","105","219"
"25","Tenkasi","33727","33138","99","490"
"26","Thanjavur","93184","92051","93","1040"
"27","Theni","51697","51035","129","533"
"28","Thirupathur","35925","35272","20","633"
"29","Thiruvallur","152444","150432","72","1940"
"30","Thiruvannamalai","67929","67222","22","685"
"31","Thiruvarur","48779","48210","96","473"
"32","Thoothukudi","66914","66385","81","448"
"33","Tirunelveli","65407","64783","179","445"
"34","Tiruppur","131156","129958","146","1052"
"35","Trichy","97387","96056","170","1161"
"36","Vellore","57858","56648","47","1163"
"37","Villupuram","55893","55417","109","367"
"38","Virudhunagar","59032","58364","113","555"
"39","Airport Surveillance 
(International)","1387","1376","10","1"
"40","Airport Surveillance 
(Domestic)","1155","1148","6","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,55,538","35,08,919","8,586","38,033"
