,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10024,9888,129,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,659308,328682,321504,9122,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,16,93,46,155,4,1,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2318338,2302458,14729,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,86464116,43064906,41927378,1471832,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,2495,166727,11075,180297,76,266,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64466,64097,296,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,1638949,889229,725737,23983,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,132,452,82,666,5,5,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724159,716084,6639,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,43426785,23405002,19756659,265124,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,3668,28123,1434,33225,2,18,0,,,1332900000,Assam,34293000
4,Bihar,830245,817786,12255,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,120868890,66523020,53550878,794992,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,32895,147378,4007,184280,18,39,0,,,1332900000,Bihar,119520000
5,Chandigarh,91795,90547,1165,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,2040080,1124753,890412,24915,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,256,1008,137,1401,10,25,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1151425,1136562,14032,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,37065588,19673430,17007069,385089,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,6964,109245,3935,120144,82,137,2,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11440,11434,4,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,1362335,755266,598965,8104,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,49,251,29,329,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1861463,1833979,26134,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,31558309,17310178,13819669,428462,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,4639,35187,3226,43052,274,390,0,,,1332900000,Delhi,19814000
9,Goa,245109,241134,3827,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,2649323,1392721,1225671,30931,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,64,344,22,430,10,42,1,,,1332900000,Goa,1540000
10,Gujarat,1223191,1211273,10934,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,103400645,52051836,49245118,2103691,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,10283,73813,10451,94547,61,186,0,,,1332900000,Gujarat,67936000
11,Haryana,982862,971043,10571,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,41246099,22873914,18129014,243171,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,4125,21593,1326,27044,180,277,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,283672,279013,4122,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,12424271,6322358,5922880,179033,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,506,2171,1283,3960,67,66,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,453214,448085,4749,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,21580887,10748167,10538059,294661,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,1580,9767,1542,12889,47,79,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,434536,428973,5315,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,37179806,22280455,14668017,231334,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,10470,42942,1331,54743,20,38,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3942346,3899034,39988,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,101283027,52160538,47896238,1226251,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,6788,115863,7140,129791,278,458,3,,,1332900000,Karnataka,65798000
16,Kerala,6510681,6427908,66136,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,52748599,28101819,23712014,934766,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,4417,35845,5294,45556,1836,2988,124,,,1332900000,Kerala,35125000
17,Ladakh,28112,27761,228,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,445183,227312,187988,29883,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,115,144,271,530,17,19,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11400,11347,52,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,119083,59517,57069,2497,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,0,0,0,0,0,1,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,7868451,7716674,143737,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,156520021,87428438,67526166,1565417,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,19323,164581,10620,194524,535,963,10,,,1332900000,Maharashtra,122153000
20,Manipur,136888,134506,2114,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,2729026,1516617,1151266,61143,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,475,2295,285,3055,16,23,1,,,1332900000,Manipur,3103000
21,Meghalaya,93582,91852,1583,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,2365256,1363268,974239,27749,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,315,712,45,1072,25,21,1,,,1332900000,Meghalaya,3224000
22,Mizoram,217606,212329,662,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,1499074,824277,650260,24537,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,16,120,4,140,568,1062,1,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1039899,1027607,10733,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,113952795,57988193,55066896,897706,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,7350,58193,2937,68480,154,465,1,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35419,34600,757,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,1551931,874334,655598,21999,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,91,211,89,391,2,4,0,,,1332900000,Nagaland,2150000
25,Odisha,1285760,1275228,9098,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,61452862,32833036,27801689,818137,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,13525,64461,3197,81183,145,209,7,,,1332900000,Odisha,43671000
26,Puducherry,165742,163736,1962,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,1596828,932256,651930,12642,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,233,1076,40,1349,3,11,0,,,1332900000,Puducherry,1504000
27,Punjab,758412,740275,17719,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,39506408,22663551,16439352,403505,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,26730,69920,2069,98719,60,67,0,,,1332900000,Punjab,29859000
28,Rajasthan,1281154,1268672,9542,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,99277860,53867784,44087450,1322626,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,21162,102570,7890,131622,278,295,2,,,1332900000,Rajasthan,77264000
29,Sikkim,39087,38607,443,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,1109479,563383,516203,29893,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,45,213,28,286,6,5,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3450817,3409674,38012,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,99298931,55862770,42843141,593020,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,74168,342520,11342,428030,223,596,1,,,1332900000,Tamil Nadu,75695000
31,Telangana,789676,783626,4111,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,58803799,30908323,27408625,486851,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,7886,86363,3943,98192,123,348,0,,,1332900000,Telangana,37220000
32,Tripura,100869,99940,919,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,5116299,2766263,2283673,66363,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,107,725,252,1084,1,1,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2068965,2043126,23475,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,291848028,165038064,124506929,2303035,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,79566,534191,8438,622195,200,461,4,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,436376,426726,7686,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,16920989,8579400,7940669,400920,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,1439,7986,1441,10866,48,40,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,2015772,1992891,21178,2022-03-06,TT,42962953,515036,42388475,2022-03-06 13:57:10.812793,772824246,2022-03-05 00:00:00,909985,1787475206,967229875,800838620,19406711,131585209,70095581,59806301,1683327,https://www.icmr.gov.in/,5476,158,9754,111693,2317627,349704,2779024,7811,90544,6442,104797,102,148,0,,,1332900000,West Bengal,96906000
