Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-03-06,GJ,Ahmedabad,2022-03-06 23:55:29.641368,,,384224,3618,0,380284,6515542,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Amreli,2022-03-06 23:55:29.641368,,,12903,105,0,12793,789020,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Anand,2022-03-06 23:55:29.641368,,,15450,53,0,15377,777283,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Aravalli,2022-03-06 23:55:29.641368,,,5740,81,0,5656,508283,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Banaskantha,2022-03-06 23:55:29.641368,,,18320,166,0,18123,1180939,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Bharuch,2022-03-06 23:55:29.641368,,,17281,152,0,17128,688030,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Bhavnagar,2022-03-06 23:55:29.641368,,,29233,362,0,28866,1496171,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Botad,2022-03-06 23:55:29.641368,,,2356,48,0,2308,322615,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Chhota Udaipur,2022-03-06 23:55:29.641368,,,3755,38,0,3713,361001,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Dahod,2022-03-06 23:55:29.641368,,,11287,45,0,11234,950687,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Dang,2022-03-06 23:55:29.641368,,,1246,18,0,1208,109484,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Devbhumi Dwarka,2022-03-06 23:55:29.641368,,,5181,89,0,5091,333527,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Gandhinagar,2022-03-06 23:55:29.641368,,,35009,224,0,34704,1081343,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Gir Somnath,2022-03-06 23:55:29.641368,,,9745,67,0,9678,500472,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Jamnagar,2022-03-06 23:55:29.641368,,,41824,519,0,41290,1111281,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Junagadh,2022-03-06 23:55:29.641368,,,22756,272,0,22484,1256004,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Kutch,2022-03-06 23:55:29.641368,,,19007,146,0,18833,1075980,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Kheda,2022-03-06 23:55:29.641368,,,14687,54,0,14629,823664,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Mahisagar,2022-03-06 23:55:29.641368,,,8867,75,0,8790,508203,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Mehsana,2022-03-06 23:55:29.641368,,,30997,194,0,30796,1003831,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Morbi,2022-03-06 23:55:29.641368,,,10760,95,0,10661,509483,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Narmada,2022-03-06 23:55:29.641368,,,6640,15,0,6625,339730,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Navsari,2022-03-06 23:55:29.641368,,,11896,40,0,11851,612396,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Panchmahal,2022-03-06 23:55:29.641368,,,13545,83,0,13451,760367,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Patan,2022-03-06 23:55:29.641368,,,16236,129,0,16101,653694,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Porbandar,2022-03-06 23:55:29.641368,,,4184,25,0,4159,327847,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
2022-03-06,GJ,Rajkot,2022-03-06 23:55:29.641368,,,84565,797,0,83713,2515931,2022-03-06 23:55:29.640433,2022-03-06 23:55:29.641774,,,1223100,10932,1211254,0,40212815
