"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2081","20","1","0"
"East Jaintia Hills","0","0","0","2675","39","4","0"
"East Khasi Hills","1","2","0","47822","1078","31","27"
"Eastern West Khasi Hills","0","0","0","160","9","3","0"
"North Garo Hills","0","0","0","1918","10","0","0"
"Ri-Bhoi","0","2","0","10559","101","9","2"
"South Garo Hills","0","1","0","1439","16","5","3"
"South West Garo Hills","2","0","0","2256","21","10","0"
"South West Khasi Hills","0","0","0","2717","20","1","0"
"West Garo Hills","2","5","0","11791","84","23","6"
"West Jaintia Hills","1","0","0","7322","141","7","1"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","6","10","0","96410","1617","94","39"
