"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19867","19489","111","267"
"2","Chengalpattu","234425","230409","1362","2654"
"3","Chennai","748592","736207","3329","9056"
"4","Coimbatore","328722","323339","2772","2611"
"5","Cuddalore","74124","72905","326","893"
"6","Dharmapuri","36111","35643","185","283"
"7","Dindigul","37431","36639","127","665"
"8","Erode","132378","130619","1026","733"
"9","Kallakurichi","36497","36135","147","215"
"10","Kancheepuram","94155","92407","446","1302"
"11","Kanyakumari","86036","84261","691","1084"
"12","Karur","29696","29144","180","372"
"13","Krishnagiri","59505","58778","357","370"
"14","Madurai","90937","89521","181","1235"
"15","Mayiladuthurai","26472","26111","33","328"
"16","Nagapattinam","25406","24847","185","374"
"17","Namakkal","67828","66789","506","533"
"18","Nilgiris","41809","41235","348","226"
"19","Perambalur","14445","14154","42","249"
"20","Pudukottai","34412","33823","163","426"
"21","Ramanathapuram","24634","24175","92","367"
"22","Ranipet","53862","52887","188","787"
"23","Salem","127106","124467","879","1760"
"24","Sivagangai","23726","23344","163","219"
"25","Tenkasi","32715","32181","44","490"
"26","Thanjavur","91990","90497","455","1038"
"27","Theni","50574","49923","119","532"
"28","Thirupathur","35705","35003","69","633"
"29","Thiruvallur","147091","144351","804","1936"
"30","Thiruvannamalai","66707","65728","295","684"
"31","Thiruvarur","47934","47179","284","471"
"32","Thoothukudi","64886","64290","151","445"
"33","Tirunelveli","62688","62015","228","445"
"34","Tiruppur","129640","127821","768","1051"
"35","Trichy","94728","92949","620","1159"
"36","Vellore","57121","55825","134","1162"
"37","Villupuram","54505","53948","191","366"
"38","Virudhunagar","56747","56034","159","554"
"39","Airport Surveillance 
(International)","1241","1236","4","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,43,980","33,87,839","18,164","37,977"
