,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7889,7628,129,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,609421,313708,295713,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,2496,268,2764,41,14,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2079763,2062290,14501,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,72605560,41880337,30725223,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,278431,385362,663793,840,133,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55462,55053,282,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,1479699,824109,655590,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,5071,977,6048,26,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,624499,613373,6178,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,38722255,22471805,16250450,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,152067,57295,209362,1167,253,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,735852,715262,12100,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,103140279,59825781,43314498,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,357781,154574,512355,3048,342,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,67214,64811,1080,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,1837674,1040469,797205,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,8749,6298,15047,390,46,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1017356,994063,13609,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,31248758,18670410,12578348,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,119216,58281,177497,2828,46,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10752,10688,4,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,1270075,731139,538936,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,2339,3086,5425,22,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1506798,1441789,25136,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,27382079,15808301,11573778,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,120341,59496,179837,17335,8951,9,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,186198,176737,3530,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,2473328,1352813,1120515,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,7413,2660,10073,1432,112,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,850252,821541,10128,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,92738394,49353878,43384516,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,256671,122750,379421,5396,1158,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,785444,764576,10070,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,36504858,21301619,15203239,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,224406,122357,346763,3748,882,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,230859,224825,3881,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,11681204,6169974,5511230,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,40146,2323,42469,574,75,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,343310,336284,4534,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,19209329,9928348,9280981,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,48055,42161,90216,542,98,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,369047,346680,5161,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,30955082,19257611,11697471,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,148224,74675,222899,3825,866,8,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3031052,2962548,38362,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,89358414,49831587,39526827,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,295336,166090,461426,8449,505,4,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5273360,5195497,49305,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,48247289,26689050,21558239,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,157862,69469,227331,5296,2404,189,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,22413,21951,221,2022-01-08,TT,35368372,483463,34412740,2022-01-08 12:19:36.382582,688470959,2022-01-07 00:00:00,1651831,1506507229,880117711,626389518,396848,220798,176050,https://www.icmr.gov.in/,141986,285,40895,3700252,5807832,9508084,1086,43,1129,43,71,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363473.857142857,1340176.5714285714,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
