Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-10-01,OR,Angul,,,,48160,419,0,47737,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Balasore,,,,49843,365,0,49390,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Bargarh,,,,35585,353,0,35181,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Bhadrak,,,,29839,177,0,29646,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Balangir,,,,30163,131,0,30007,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Boudh,,,,15166,113,0,15040,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Cuttack,,,,117847,915,0,116762,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Deogarh,,,,8865,53,0,8801,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Dhenkanal,,,,22462,265,0,22195,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Gajapati,,,,13496,83,0,13377,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Ganjam,,,,36977,513,0,36439,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Jagatsinghpur,,,,32623,346,0,32241,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Jajpur,,,,51175,202,0,50924,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Jharsuguda,,,,29073,182,0,28891,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Kalahandi,,,,29859,221,0,29607,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Kandhamal,,,,14061,96,0,13958,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Kendrapara,,,,28367,276,0,28076,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Kendujhar,,,,24627,196,0,24414,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Khordha,,,,256219,1768,0,254243,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Koraput,,,,24061,84,0,23967,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Malkangiri,,,,12895,48,0,12844,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Mayurbhanj,,,,50785,308,0,50428,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Nabarangapur,,,,28277,93,0,28168,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Nayagarh,,,,29486,228,0,29221,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Nuapada,,,,27535,91,0,27421,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Puri,,,,50927,490,0,50339,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Rayagada,,,,25338,177,0,25131,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Sambalpur,,,,44973,248,0,44652,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Subarnapur,,,,17365,63,0,17271,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
2022-10-01,OR,Sundargarh,,,,98627,689,0,97760,,2022-10-01 23:55:46.705075,2022-10-01 23:55:46.705954,,,1334236,9194,1323646,0,33576833
