"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235402","232680","64","2658"
"3","Chennai","750968","741732","168","9068"
"4","Coimbatore","329911","327255","39","2617"
"5","Cuddalore","74248","73344","9","895"
"6","Dharmapuri","36191","35906","2","283"
"7","Dindigul","37477","36808","4","665"
"8","Erode","132666","131925","7","734"
"9","Kallakurichi","36521","36305","1","215"
"10","Kancheepuram","94386","93065","19","1302"
"11","Kanyakumari","86212","85116","11","1085"
"12","Karur","29752","29380","0","372"
"13","Krishnagiri","59627","59254","3","370"
"14","Madurai","91029","89792","1","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25440","25065","0","375"
"17","Namakkal","68003","67463","6","534"
"18","Nilgiris","42119","41880","13","226"
"19","Perambalur","14461","14212","0","249"
"20","Pudukottai","34464","34037","1","426"
"21","Ramanathapuram","24674","24303","3","368"
"22","Ranipet","53918","53126","5","787"
"23","Salem","127364","125593","9","1762"
"24","Sivagangai","23824","23599","6","219"
"25","Tenkasi","32744","32253","1","490"
"26","Thanjavur","92141","91082","20","1039"
"27","Theni","50599","50064","2","533"
"28","Thirupathur","35734","35099","2","633"
"29","Thiruvallur","147442","145482","21","1939"
"30","Thiruvannamalai","66809","66120","4","685"
"31","Thiruvarur","48010","47538","0","472"
"32","Thoothukudi","64950","64498","4","448"
"33","Tirunelveli","62763","62316","2","445"
"34","Tiruppur","129926","128863","11","1052"
"35","Trichy","94939","93770","8","1161"
"36","Vellore","57290","56111","16","1163"
"37","Villupuram","54580","54214","0","366"
"38","Virudhunagar","56832","56271","7","554"
"39","Airport Surveillance 
(International)","1248","1241","6","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,575","34,14,075","475","38,025"
