"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19847","19389","191","267"
"2","Chengalpattu","233979","228735","2592","2652"
"3","Chennai","747494","733299","5147","9048"
"4","Coimbatore","327931","320612","4711","2608"
"5","Cuddalore","74043","72618","532","893"
"6","Dharmapuri","36063","35464","316","283"
"7","Dindigul","37403","36516","223","664"
"8","Erode","132128","129810","1586","732"
"9","Kallakurichi","36469","36013","241","215"
"10","Kancheepuram","94074","92031","741","1302"
"11","Kanyakumari","85934","83557","1293","1084"
"12","Karur","29650","28960","318","372"
"13","Krishnagiri","59443","58417","656","370"
"14","Madurai","90879","89276","370","1233"
"15","Mayiladuthurai","26457","26050","79","328"
"16","Nagapattinam","25366","24710","283","373"
"17","Namakkal","67722","66226","963","533"
"18","Nilgiris","41710","40956","529","225"
"19","Perambalur","14435","14093","93","249"
"20","Pudukottai","34375","33675","274","426"
"21","Ramanathapuram","24613","24073","174","366"
"22","Ranipet","53827","52667","373","787"
"23","Salem","126920","123611","1553","1756"
"24","Sivagangai","23676","23195","263","218"
"25","Tenkasi","32694","32130","74","490"
"26","Thanjavur","91904","90083","784","1037"
"27","Theni","50558","49768","258","532"
"28","Thirupathur","35689","34877","179","633"
"29","Thiruvallur","146922","143542","1447","1933"
"30","Thiruvannamalai","66634","65446","505","683"
"31","Thiruvarur","47878","46839","568","471"
"32","Thoothukudi","64829","64173","211","445"
"33","Tirunelveli","62640","61714","481","445"
"34","Tiruppur","129419","126870","1499","1050"
"35","Trichy","94604","92359","1086","1159"
"36","Vellore","57089","55716","211","1162"
"37","Villupuram","54440","53796","278","366"
"38","Virudhunagar","56711","55885","272","554"
"39","Airport Surveillance 
(International)","1240","1225","14","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,39,221","33,69,907","31,368","37,946"
