"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","3916","3091","492","4","335"
"Bageshwar","1980","1707","205","0","72"
"Chamoli","2634","2005","537","3","91"
"Champawat","1693","984","691","1","20"
"Dehradun","29771","21527","7962","116","301"
"Haridwar","11902","9507","2200","16","209"
"Nainital","10713","10067","655","24","37"
"Pauri Garhwal","4737","1566","2208","14","956"
"Pithoragarh","2241","1703","425","4","121"
"Rudraprayag","2430","1628","690","0","112"
"Tehri Garhwal","2131","1684","195","1","258"
"U.S. Nagar","8329","7841","253","5","254"
"Uttarkashi","1390","1160","86","3","143"
"Total","83867","64470","16599","191","2909"
